_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label,,,,,,,,,,,,
2136,14152,17547,rutgers state university new jersey newark campus,united states,newark,new jersey,http://www.newark.rutgers.edu,rutgers university,united states,newark,new jersey,business.rutgers.edu,0,0,FALSE,rutgers state university new jersey newark campus,rutgers university,united states,united states,newark,newark,new jersey,new jersey,http://www.newark.rutgers.edu,business.rutgers.edu
2142,2863,9134,clemson university,united states,clemson,south carolina,http://www.clemson.edu,clemson university,united states,clemson,south carolina,clemson.edu,1,11,TRUE,,,,,,,,,,
2170,2881,56647,dublin city university st patrick college drumcondra,ireland,dublin,,http://www.spd.dcu.ie,dublin city university,ireland,drogheda,leinster,mail.dcu.ie,0,0,FALSE,dublin city university st patrick college drumcondra,dublin city university,ireland,ireland,dublin,drogheda,0,leinster,http://www.spd.dcu.ie,mail.dcu.ie
2217,3081,57232,columbia university city new york,united states,new york,new york,http://www.columbia.edu,columbia university,united states,new york,new york,columbia.edu,1,12,FALSE,columbia university city new york,columbia university,united states,united states,new york,new york,new york,new york,http://www.columbia.edu,columbia.edu
2218,3081,1153,columbia university city new york,united states,new york,new york,http://www.columbia.edu,columbia university,united states,new york,new york,columbia.edu,1,12,FALSE,columbia university city new york,columbia university,united states,united states,new york,new york,new york,new york,http://www.columbia.edu,columbia.edu
2225,3081,19793,columbia university city new york,united states,new york,new york,http://www.columbia.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,columbia university city new york,new york university,united states,united states,new york,new york,new york,new york,http://www.columbia.edu,stern.nyu.edu
2233,3081,57246,columbia university city new york,united states,new york,new york,http://www.columbia.edu,columbia university,united states,new york,new york,tc.columbia.edu,0,0,FALSE,columbia university city new york,columbia university,united states,united states,new york,new york,new york,new york,http://www.columbia.edu,tc.columbia.edu
2241,14337,2925,salem state college,united states,salem,massachusetts,http://www.salemstate.edu,salem state university,united states,lexington,massachusetts,salemstate.edu,?,14,FALSE,salem state college,salem state university,united states,united states,salem,lexington,massachusetts,massachusetts,http://www.salemstate.edu,salemstate.edu
2264,3125,59633,concordia university,canada,montreal,quebec,http://www.concordia.ca,concordia university,canada,montreal,qc,jmsb.concordia.ca,1,0,TRUE,,,,,,,,,,
2290,3129,46668,concordia university college alberta,canada,edmonton,alberta,http://concordia.ab.ca,university alberta,canada,edmonton,alberta,ualberta.ca,0,0,FALSE,concordia university college alberta,university alberta,canada,canada,edmonton,edmonton,alberta,alberta,http://concordia.ab.ca,ualberta.ca
2313,14391,21816,san diego state university,united states,san diego,california,http://www.sdsu.edu,san francisco state university,united states,san francisco,california,sfsu.edu,0,0,FALSE,san diego state university,san francisco state university,united states,united states,san diego,san francisco,california,california,http://www.sdsu.edu,sfsu.edu
2333,14396,10131,san francisco state university,united states,san francisco,california,http://www.sfsu.edu,california state university san marcos,united states,san marcos,california,csusm.edu,0,0,FALSE,san francisco state university,california state university san marcos,united states,united states,san francisco,san marcos,california,california,http://www.sfsu.edu,csusm.edu
2345,14401,10131,san jose state university,united states,san jose,california,http://www.sjsu.edu,california state university san marcos,united states,san marcos,california,csusm.edu,0,0,FALSE,san jose state university,california state university san marcos,united states,united states,san jose,san marcos,california,california,http://www.sjsu.edu,csusm.edu
2369,3244,52857,cornell university,united states,ithaca,new york,http://www.cornell.edu,cornell university,united states,ithaca,new york,cornell.edu,1,11,TRUE,,,,,,,,,,
2384,3365,52277,curtin university,australia,perth,western australia,http://www.curtin.edu.au,curtin university,australia,rivervale,washington,hotmail.com,?,0,TRUE,,,,,,,,,,
2432,15170,58317,seoul national university science technology,south korea,seoul,,http://www.seoultech.ac.kr/,seoul national university,south korea,seoul,,snu.ac.kr,0,0,FALSE,seoul national university science technology,seoul national university,south korea,south korea,seoul,seoul,0,0,http://www.seoultech.ac.kr/,snu.ac.kr
2458,3670,32484,depaul university,united states,chicago,illinois,http://www.depaul.edu/,depaul university,united states,chicago,illinois,depaul.edu,1,10,TRUE,,,,,,,,,,
2460,3670,2009,depaul university,united states,chicago,illinois,http://www.depaul.edu/,depaul university,united states,chicago,illinois,depaul.edu,1,10,TRUE,,,,,,,,,,
2484,3737,58597,diploma university applied sciences,germany,bad sooden allendorf,,http://diploma.de,bits university applied sciences,germany,iserlohn,,bits-iserlohn.de,0,0,FALSE,diploma university applied sciences,bits university applied sciences,germany,germany,bad sooden allendorf,iserlohn,0,0,http://diploma.de,bits-iserlohn.de
2505,3908,25013,drexel university,united states,philadelphia,pennsylvania,http://www.drexel.edu,drexel university,united states,philadelphia,pennsylvania,drexel.edu,1,10,TRUE,,,,,,,,,,
2518,3923,28005,duke university,united states,durham,north carolina,http://www.duke.edu,duke university,united states,durham,north carolina,duke.edu,1,8,TRUE,,,,,,,,,,
2523,3938,41120,east carolina university,united states,greenville,north carolina,http://www.ecu.edu,east carolina university,united states,greenville,north carolina,ecu.edu,1,7,TRUE,,,,,,,,,,
2538,3944,58996,east china university science technology,china,shanghai,shanghai,http://www.ecust.edu.cn,south china university technology,china,guangzhou,,scut.edu.cn,0,0,FALSE,east china university science technology,south china university technology,china,china,shanghai,guangzhou,shanghai,0,http://www.ecust.edu.cn,scut.edu.cn
2540,3944,53286,east china university science technology,china,shanghai,shanghai,http://www.ecust.edu.cn,huazhong university science technology,china,wuhan,,126.com,0,0,FALSE,east china university science technology,huazhong university science technology,china,china,shanghai,wuhan,shanghai,0,http://www.ecust.edu.cn,126.com
2553,15448,20618,singapore management university,singapore,singapore,,http://www.smu.edu.sg,singapore management university,singapore,singapore,,smu.edu.sg,1,10,TRUE,,,,,,,,,,
2556,15448,33033,singapore management university,singapore,singapore,,http://www.smu.edu.sg,singapore management university,singapore,singapore,singapore,smu.edu.sg,1,10,TRUE,,,,,,,,,,
2558,3948,1142,east stroudsburg university pennsylvania,united states,east stroudsburg,pennsylvania,http://www.esu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0,0,FALSE,east stroudsburg university pennsylvania,university pennsylvania,united states,united states,east stroudsburg,philadelphia,pennsylvania,pennsylvania,http://www.esu.edu,wharton.upenn.edu
2579,3949,3740,east tennessee state university,united states,johnson city,tennessee,http://www.etsu.edu,east tennessee state university,united states,johnson city,tennessee,etsu.edu,1,8,TRUE,,,,,,,,,,
2611,3968,51649,eastern michigan university,united states,ypsilanti,michigan,http://www.emich.edu,university michigan,united states,ann arbor,michigan,umich.edu,0,0,FALSE,eastern michigan university,university michigan,united states,united states,ypsilanti,ann arbor,michigan,michigan,http://www.emich.edu,umich.edu
2665,15561,56891,south carolina state university,united states,orangeburg,south carolina,http://www.scsu.edu,university south carolina,united states,columbia,south carolina,mailbox.sc.edu,0,0,FALSE,south carolina state university,university south carolina,united states,united states,orangeburg,columbia,south carolina,south carolina,http://www.scsu.edu,mailbox.sc.edu
2669,4044,58745,institut mines telecom emd douai,france,douai,,http://www.ensm-douai.fr,institut mines telecom,france,evry,,telecom-em.eu,0,0,FALSE,institut mines telecom emd douai,institut mines telecom,france,france,douai,evry,0,0,http://www.ensm-douai.fr,telecom-em.eu
2688,15589,5967,southeastern oklahoma state university,united states,durant,oklahoma,http://www.se.edu,oklahoma state university,united states,stillwater,oklahoma,okstate.edu,0,0,FALSE,southeastern oklahoma state university,oklahoma state university,united states,united states,durant,stillwater,oklahoma,oklahoma,http://www.se.edu,okstate.edu
2709,15594,56780,southern alberta institute technology,canada,calgary,alberta,http://www.sait.ca,university alberta,canada,edmonton,alberta,ualberta.ca,0,0,FALSE,southern alberta institute technology,university alberta,canada,canada,calgary,edmonton,alberta,alberta,http://www.sait.ca,ualberta.ca
2715,15601,9994,southern california institute architecture,united states,los angeles,california,http://www.sciarc.edu,university southern california,united states,los angeles,california,marshall.usc.edu,0,0,FALSE,southern california institute architecture,university southern california,united states,united states,los angeles,los angeles,california,california,http://www.sciarc.edu,marshall.usc.edu
2716,15601,38673,southern california institute architecture,united states,los angeles,california,http://www.sciarc.edu,university southern california,united states,los angeles,california,usc.edu,0,0,FALSE,southern california institute architecture,university southern california,united states,united states,los angeles,los angeles,california,california,http://www.sciarc.edu,usc.edu
2734,15601,42322,southern california institute architecture,united states,los angeles,california,http://www.sciarc.edu,university southern california,united states,los angeles,california,marshall.usc.edu,0,0,FALSE,southern california institute architecture,university southern california,united states,united states,los angeles,los angeles,california,california,http://www.sciarc.edu,marshall.usc.edu
2739,15601,3638,southern california institute architecture,united states,los angeles,california,http://www.sciarc.edu,university southern california,united states,los angeles,california,marshall.usc.edu,0,0,FALSE,southern california institute architecture,university southern california,united states,united states,los angeles,los angeles,california,california,http://www.sciarc.edu,marshall.usc.edu
2750,15604,46520,southern california university school oriental medicine acupuncture,united states,los angeles,california,http://www.scusoma.edu/,university southern california,united states,los angeles,california,marshall.usc.edu,0,0,FALSE,southern california university school oriental medicine acupuncture,university southern california,united states,united states,los angeles,los angeles,california,california,http://www.scusoma.edu/,marshall.usc.edu
2800,15653,5103,southwest minnesota state university,united states,marshall,minnesota,http://www.smsu.edu,university minnesota,united states,minneapolis,minnesota,umn.edu,0,0,FALSE,southwest minnesota state university,university minnesota,united states,united states,marshall,minneapolis,minnesota,minnesota,http://www.smsu.edu,umn.edu
2809,15653,1076,southwest minnesota state university,united states,marshall,minnesota,http://www.smsu.edu,university minnesota,united states,minneapolis,minnesota,umn.edu,0,0,FALSE,southwest minnesota state university,university minnesota,united states,united states,marshall,minneapolis,minnesota,minnesota,http://www.smsu.edu,umn.edu
2848,15669,1194,southwestern oklahoma state university,united states,weatherford,oklahoma,http://www.swosu.edu,university oklahoma,united states,norman,oklahoma,ou.edu,0,0,FALSE,southwestern oklahoma state university,university oklahoma,united states,united states,weatherford,norman,oklahoma,oklahoma,http://www.swosu.edu,ou.edu
2874,12354,54824,nanjing university science technology,china,nanjing,jiangsu province,http://www.njust.edu.cn,huazhong university science technology,china,wuhan,,126.com,0,0,FALSE,nanjing university science technology,huazhong university science technology,china,china,nanjing,wuhan,jiangsu province,0,http://www.njust.edu.cn,126.com
2881,12354,58460,nanjing university science technology,china,nanjing,jiangsu province,http://www.njust.edu.cn,university science and technology liaoning,china,anshan,liaoning,163.com,0,0,FALSE,nanjing university science technology,university science and technology liaoning,china,china,nanjing,anshan,jiangsu province,liaoning,http://www.njust.edu.cn,163.com
2925,15816,26268,stanford university,united states,stanford,california,http://www.stanford.edu,stanford university,united states,stanford,california,stanford.edu,1,12,TRUE,,,,,,,,,,
2939,15816,7857,stanford university,united states,stanford,california,http://www.stanford.edu,stanford university,united states,mountain view,california,stanford.edu,1,12,TRUE,,,,,,,,,,
2954,15819,54517,state college florida manatee sarasota,united states,bradenton,florida,http://www.scf.edu/,university florida,united states,gainesville,florida,warrington.ufl.edu,0,0,FALSE,state college florida manatee sarasota,university florida,united states,united states,bradenton,gainesville,florida,florida,http://www.scf.edu/,warrington.ufl.edu
2964,15825,54506,state university new york binghamton,united states,binghamton,new york,http://www.binghamton.edu,state university new york college old westbury,united states,old westbury,new york,oldwestbury.edu,0,0,FALSE,state university new york binghamton,state university new york college old westbury,united states,united states,binghamton,old westbury,new york,new york,http://www.binghamton.edu,oldwestbury.edu
2985,15825,25370,state university new york binghamton,united states,binghamton,new york,http://www.binghamton.edu,new york university,united states,new york city,new york,stern.nyu.edu,0,0,FALSE,state university new york binghamton,new york university,united states,united states,binghamton,new york city,new york,new york,http://www.binghamton.edu,stern.nyu.edu
2994,15825,42040,state university new york binghamton,united states,binghamton,new york,http://www.binghamton.edu,university albany state university new york,united states,albany,new york,albany.edu,0,0,FALSE,state university new york binghamton,university albany state university new york,united states,united states,binghamton,albany,new york,new york,http://www.binghamton.edu,albany.edu
3027,15826,33175,state university new york buffalo,united states,buffalo,new york,http://www.buffalo.edu,state university new york institute technology,united states,utica,new york,point42.com,0,0,FALSE,state university new york buffalo,state university new york institute technology,united states,united states,buffalo,utica,new york,new york,http://www.buffalo.edu,point42.com
3033,15826,2568,state university new york buffalo,united states,buffalo,new york,http://www.buffalo.edu,university albany state university new york,united states,delmar,new york,albany.edu,0,0,FALSE,state university new york buffalo,university albany state university new york,united states,united states,buffalo,delmar,new york,new york,http://www.buffalo.edu,albany.edu
3036,15826,19793,state university new york buffalo,united states,buffalo,new york,http://www.buffalo.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york buffalo,new york university,united states,united states,buffalo,new york,new york,new york,http://www.buffalo.edu,stern.nyu.edu
3055,15824,60039,state university new york system,united states,albany,new york,http://www.suny.edu/,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york system,university buffalo state university new york,united states,united states,albany,buffalo,new york,new york,http://www.suny.edu/,buffalo.edu
3065,15824,27560,state university new york system,united states,albany,new york,http://www.suny.edu/,state university new york college old westbury,united states,brooklyn,new york,oldwestbury.edu,0,0,FALSE,state university new york system,state university new york college old westbury,united states,united states,albany,brooklyn,new york,new york,http://www.suny.edu/,oldwestbury.edu
3076,15824,2568,state university new york system,united states,albany,new york,http://www.suny.edu/,university albany state university new york,united states,delmar,new york,albany.edu,0,0,FALSE,state university new york system,university albany state university new york,united states,united states,albany,delmar,new york,new york,http://www.suny.edu/,albany.edu
3078,15824,55346,state university new york system,united states,albany,new york,http://www.suny.edu/,university albany state university new york,united states,albany,new york,albany.edu,0,0,FALSE,state university new york system,university albany state university new york,united states,united states,albany,albany,new york,new york,http://www.suny.edu/,albany.edu
3093,15824,54542,state university new york system,united states,albany,new york,http://www.suny.edu/,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york system,new york university,united states,united states,albany,new york,new york,new york,http://www.suny.edu/,stern.nyu.edu
3137,15829,1228,state university new york college buffalo,united states,buffalo,new york,http://www.buffalostate.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college buffalo,new york university,united states,united states,buffalo,new york,new york,new york,http://www.buffalostate.edu,stern.nyu.edu
3158,15827,13546,state university new york new paltz,united states,new paltz,new york,http://www.newpaltz.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york new paltz,new york university,united states,united states,new paltz,new york,new york,new york,http://www.newpaltz.edu,stern.nyu.edu
3160,15827,2379,state university new york new paltz,united states,new paltz,new york,http://www.newpaltz.edu,university albany state university new york,united states,albany,new york,albany.edu,0,0,FALSE,state university new york new paltz,university albany state university new york,united states,united states,new paltz,albany,new york,new york,http://www.newpaltz.edu,albany.edu
3180,15827,1228,state university new york new paltz,united states,new paltz,new york,http://www.newpaltz.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york new paltz,new york university,united states,united states,new paltz,new york,new york,new york,http://www.newpaltz.edu,stern.nyu.edu
3198,15833,51035,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,university albany state university new york,united states,albany,new york,gmail.com,0,0,FALSE,state university new york college old westbury,university albany state university new york,united states,united states,old westbury,albany,new york,new york,http://www.oldwestbury.edu,gmail.com
3216,15833,35473,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college old westbury,new york university,united states,united states,old westbury,new york,new york,new york,http://www.oldwestbury.edu,stern.nyu.edu
3217,15833,56282,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york college old westbury,university buffalo state university new york,united states,united states,old westbury,buffalo,new york,new york,http://www.oldwestbury.edu,buffalo.edu
3222,15833,54542,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college old westbury,new york university,united states,united states,old westbury,new york,new york,new york,http://www.oldwestbury.edu,stern.nyu.edu
3228,15835,2133,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,new york university,united states,great neck,new york,stern.nyu.edu,0,0,FALSE,state university new york college oswego,new york university,united states,united states,oswego,great neck,new york,new york,http://www.oswego.edu,stern.nyu.edu
3229,15835,5921,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college oswego,new york university,united states,united states,oswego,new york,new york,new york,http://www.oswego.edu,stern.nyu.edu
3240,15835,4576,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,new paltz state university new york,united states,new paltz,new york,newpaltz.edu,0,0,FALSE,state university new york college oswego,new paltz state university new york,united states,united states,oswego,new paltz,new york,new york,http://www.oswego.edu,newpaltz.edu
3304,15836,38662,state university new york college plattsburgh,united states,plattsburgh,new york,http://www.plattsburgh.edu,university buffalo state university new york,united states,amherst,new york,gmail.com,0,0,FALSE,state university new york college plattsburgh,university buffalo state university new york,united states,united states,plattsburgh,amherst,new york,new york,http://www.plattsburgh.edu,gmail.com
3314,15837,2133,state university new york college potsdam,united states,potsdam,new york,http://www.potsdam.edu,new york university,united states,great neck,new york,stern.nyu.edu,0,0,FALSE,state university new york college potsdam,new york university,united states,united states,potsdam,great neck,new york,new york,http://www.potsdam.edu,stern.nyu.edu
3366,15839,27560,state university new york college agriculture technology cobleskill,united states,cobleskill,new york,http://www.cobleskill.edu,state university new york college old westbury,united states,brooklyn,new york,oldwestbury.edu,0,0,FALSE,state university new york college agriculture technology cobleskill,state university new york college old westbury,united states,united states,cobleskill,brooklyn,new york,new york,http://www.cobleskill.edu,oldwestbury.edu
3390,15839,38662,state university new york college agriculture technology cobleskill,united states,cobleskill,new york,http://www.cobleskill.edu,university buffalo state university new york,united states,amherst,new york,gmail.com,0,0,FALSE,state university new york college agriculture technology cobleskill,university buffalo state university new york,united states,united states,cobleskill,amherst,new york,new york,http://www.cobleskill.edu,gmail.com
3395,15839,1228,state university new york college agriculture technology cobleskill,united states,cobleskill,new york,http://www.cobleskill.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college agriculture technology cobleskill,new york university,united states,united states,cobleskill,new york,new york,new york,http://www.cobleskill.edu,stern.nyu.edu
3423,15842,19793,state university new york college optometry,united states,new york,new york,http://www.sunyopt.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college optometry,new york university,united states,united states,new york,new york,new york,new york,http://www.sunyopt.edu,stern.nyu.edu
3439,15843,9029,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college technology alfred,new york university,united states,united states,alfred,new york,new york,new york,http://www.alfredstate.edu,stern.nyu.edu
3442,15843,60039,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york college technology alfred,university buffalo state university new york,united states,united states,alfred,buffalo,new york,new york,http://www.alfredstate.edu,buffalo.edu
3444,15843,5921,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york college technology alfred,new york university,united states,united states,alfred,new york,new york,new york,http://www.alfredstate.edu,stern.nyu.edu
3448,15843,2895,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york college technology alfred,university buffalo state university new york,united states,united states,alfred,buffalo,new york,new york,http://www.alfredstate.edu,buffalo.edu
3497,15845,3615,state university new york college technology delhi,united states,delhi,new york,http://www.delhi.edu,state university new york,united states,old westbury,new york,oldwestbury.edu,0,0,FALSE,state university new york college technology delhi,state university new york,united states,united states,delhi,old westbury,new york,new york,http://www.delhi.edu,oldwestbury.edu
3514,15845,8130,state university new york college technology delhi,united states,delhi,new york,http://www.delhi.edu,new york university,united states,brooklyn,new york,nyu.edu,0,0,FALSE,state university new york college technology delhi,new york university,united states,united states,delhi,brooklyn,new york,new york,http://www.delhi.edu,nyu.edu
3562,15844,38662,state university new york college technology canton,united states,canton,new york,http://www.canton.edu,university buffalo state university new york,united states,amherst,new york,gmail.com,0,0,FALSE,state university new york college technology canton,university buffalo state university new york,united states,united states,canton,amherst,new york,new york,http://www.canton.edu,gmail.com
3585,15846,51035,state university new york empire state college,united states,saratoga springs,new york,http://www.esc.edu,university albany state university new york,united states,albany,new york,gmail.com,0,0,FALSE,state university new york empire state college,university albany state university new york,united states,united states,saratoga springs,albany,new york,new york,http://www.esc.edu,gmail.com
3599,15846,6543,state university new york empire state college,united states,saratoga springs,new york,http://www.esc.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york empire state college,new york university,united states,united states,saratoga springs,new york,new york,new york,http://www.esc.edu,stern.nyu.edu
3628,15849,27560,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu,state university new york college old westbury,united states,brooklyn,new york,oldwestbury.edu,0,0,FALSE,state university new york institute technology utica/rome,state university new york college old westbury,united states,united states,utica,brooklyn,new york,new york,http://www.sunyit.edu,oldwestbury.edu
3640,15849,24912,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu,state university new york canton,united states,canton,new york,canton.edu,0,0,FALSE,state university new york institute technology utica/rome,state university new york canton,united states,united states,utica,canton,new york,new york,http://www.sunyit.edu,canton.edu
3645,15849,1248,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0,0,FALSE,state university new york institute technology utica/rome,university buffalo state university new york,united states,united states,utica,buffalo,new york,new york,http://www.sunyit.edu,buffalo.edu
3649,15849,5342,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu,new paltz state university new york,united states,saugerties,new york,newpaltz.edu,0,0,FALSE,state university new york institute technology utica/rome,new paltz state university new york,united states,united states,utica,saugerties,new york,new york,http://www.sunyit.edu,newpaltz.edu
3672,15850,26967,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york maritime college,new york university,united states,united states,new york,new york,new york,new york,http://www.sunymaritime.edu,stern.nyu.edu
3678,15850,13546,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york maritime college,new york university,united states,united states,new york,new york,new york,new york,http://www.sunymaritime.edu,stern.nyu.edu
3685,15850,19793,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york maritime college,new york university,united states,united states,new york,new york,new york,new york,http://www.sunymaritime.edu,stern.nyu.edu
3689,15850,6543,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york maritime college,new york university,united states,united states,new york,new york,new york,new york,http://www.sunymaritime.edu,stern.nyu.edu
3700,15850,1228,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,new york university,united states,new york,new york,stern.nyu.edu,0,0,FALSE,state university new york maritime college,new york university,united states,united states,new york,new york,new york,new york,http://www.sunymaritime.edu,stern.nyu.edu
3755,15886,57764,stockholm university,sweden,stockholm,,http://www.su.se,stockholm school economics,sweden,stockholm,,hhs.se,0,0,FALSE,stockholm university,stockholm school economics,sweden,sweden,stockholm,stockholm,0,0,http://www.su.se,hhs.se
3775,15971,56459,superior university,pakistan,lahore,punjab,http://www.superior.edu.pk,superior university,pakistan,lahore,,superior.edu.pk,1,15,TRUE,,,,,,,,,,
3782,4439,30432,swiss federal institute technology zurich,switzerland,zurich,,http://www.ethz.ch,swiss federal institute technology lausanne,switzerland,lausanne,,epfl.ch,0,0,FALSE,swiss federal institute technology zurich,swiss federal institute technology lausanne,switzerland,switzerland,zurich,lausanne,0,0,http://www.ethz.ch,epfl.ch
3799,16025,19310,academy music dramatic arts southern denmark,denmark,odense c,,http://www.sdmk.dk/,university southern denmark,denmark,kolding,,sam.sdu.dk,0,0,FALSE,academy music dramatic arts southern denmark,university southern denmark,denmark,denmark,odense c,kolding,0,0,http://www.sdmk.dk/,sam.sdu.dk
3800,16025,31638,academy music dramatic arts southern denmark,denmark,odense c,,http://www.sdmk.dk/,university southern denmark,denmark,odense,,sam.sdu.dk,0,0,FALSE,academy music dramatic arts southern denmark,university southern denmark,denmark,denmark,odense c,odense,0,0,http://www.sdmk.dk/,sam.sdu.dk
3810,16026,19310,university southern denmark,denmark,odense,,http://www.sdu.dk,university southern denmark,denmark,kolding,,sam.sdu.dk,1,0,TRUE,,,,,,,,,,
3818,16035,648,syracuse university,united states,syracuse,new york,http://www.syr.edu,syracuse university,united states,syracuse,new york,syr.edu,1,7,TRUE,,,,,,,,,,
3839,4508,57700,erasmus university rotterdam,netherlands,rotterdam,,http://www.eur.nl,erasmus university rotterdam,netherlands,rotterdam,zuid-holland,rsm.nl,1,0,TRUE,,,,,,,,,,
3855,4508,45366,erasmus university rotterdam,netherlands,rotterdam,,http://www.eur.nl,erasmus university rotterdam,netherlands,rotterdam,zuid-holland,rsm.nl,1,0,TRUE,,,,,,,,,,
3925,16258,47716,eindhoven university technology,netherlands,eindhoven,,http://www.tue.nl,eindhoven university technology,netherlands,eindhoven,,tue.nl,1,6,TRUE,,,,,,,,,,
3955,16323,4876,tennessee temple university,united states,chattanooga,tennessee,http://www.tntemple.edu,university tennessee,united states,knoxville,tennessee,utk.edu,0,0,FALSE,tennessee temple university,university tennessee,united states,united states,chattanooga,knoxville,tennessee,tennessee,http://www.tntemple.edu,utk.edu
3968,16342,37500,texas a m international university,united states,laredo,texas,http://www.tamiu.edu,texas a m university commerce,united states,heath,texas,tamuc.edu,0,0,FALSE,texas a m international university,texas a m university commerce,united states,united states,laredo,heath,texas,texas,http://www.tamiu.edu,tamuc.edu
3997,16343,4533,texas a m university,united states,tamu,texas,http://www.tamu.edu,texas a m university commerce,united states,commerce,texas,tamuc.edu,0,0,FALSE,texas a m university,texas a m university commerce,united states,united states,tamu,commerce,texas,texas,http://www.tamu.edu,tamuc.edu
4010,16345,45582,texas a m university system health science center,united states,bryan,texas,http://www.tamhsc.edu,texas a m university,united states,college station,texas,gmail.com,0,0,FALSE,texas a m university system health science center,texas a m university,united states,united states,bryan,college station,texas,texas,http://www.tamhsc.edu,gmail.com
4044,16347,50887,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university college station,united states,college station,texas,mays.tamu.edu,0,0,FALSE,texas a m university corpus christi,texas a m university college station,united states,united states,corpus christi,college station,texas,texas,http://www.tamucc.edu,mays.tamu.edu
4050,16347,45582,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university,united states,college station,texas,gmail.com,0,0,FALSE,texas a m university corpus christi,texas a m university,united states,united states,corpus christi,college station,texas,texas,http://www.tamucc.edu,gmail.com
4085,16349,20227,texas a m university texarkana,united states,texarkana,texas,http://www.tamut.edu,texas a m health science center,united states,college station,texas,tamhsc.edu,0,0,FALSE,texas a m university texarkana,texas a m health science center,united states,united states,texarkana,college station,texas,texas,http://www.tamut.edu,tamhsc.edu
4087,16349,49283,texas a m university texarkana,united states,texarkana,texas,http://www.tamut.edu,texas a m university,united states,college station,texas,mays.tamu.edu,0,0,FALSE,texas a m university texarkana,texas a m university,united states,united states,texarkana,college station,texas,texas,http://www.tamut.edu,mays.tamu.edu
4112,16359,28994,texas a m university baylor college dentistry,united states,dallas,texas,http://www.bcd.tamhsc.edu/,texas a m university,united states,college station,texas,mays.tamu.edu,0,0,FALSE,texas a m university baylor college dentistry,texas a m university,united states,united states,dallas,college station,texas,texas,http://www.bcd.tamhsc.edu/,mays.tamu.edu
