_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label
3839,4508,57700,erasmus university rotterdam,netherlands,rotterdam,,http://www.eur.nl,erasmus university rotterdam,netherlands,rotterdam,zuid-holland,rsm.nl,1
3855,4508,45366,erasmus university rotterdam,netherlands,rotterdam,,http://www.eur.nl,erasmus university rotterdam,netherlands,rotterdam,zuid-holland,rsm.nl,1
3925,16258,47716,eindhoven university technology,netherlands,eindhoven,,http://www.tue.nl,eindhoven university technology,netherlands,eindhoven,,tue.nl,1
3955,16323,4876,tennessee temple university,united states,chattanooga,tennessee,http://www.tntemple.edu,university tennessee,united states,knoxville,tennessee,utk.edu,0
3968,16342,37500,texas a m international university,united states,laredo,texas,http://www.tamiu.edu,texas a m university commerce,united states,heath,texas,tamuc.edu,0
3997,16343,4533,texas a m university,united states,tamu,texas,http://www.tamu.edu,texas a m university commerce,united states,commerce,texas,tamuc.edu,0
4010,16345,45582,texas a m university system health science center,united states,bryan,texas,http://www.tamhsc.edu,texas a m university,united states,college station,texas,gmail.com,0
4044,16347,50887,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university college station,united states,college station,texas,mays.tamu.edu,0
4050,16347,45582,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university,united states,college station,texas,gmail.com,0
4085,16349,20227,texas a m university texarkana,united states,texarkana,texas,http://www.tamut.edu,texas a m health science center,united states,college station,texas,tamhsc.edu,0
4087,16349,49283,texas a m university texarkana,united states,texarkana,texas,http://www.tamut.edu,texas a m university,united states,college station,texas,mays.tamu.edu,0
4112,16359,28994,texas a m university baylor college dentistry,united states,dallas,texas,http://www.bcd.tamhsc.edu/,texas a m university,united states,college station,texas,mays.tamu.edu,0
4141,16377,29680,american university cairo,egypt,new cairo,,http://www.aucegypt.edu,american university cairo,egypt,cairo,egypt,aucegypt.edu,1
4158,4826,53570,esmt european school management technology berlin,germany,berlin,,http://www.esmt.org,berlin institute technology,germany,berlin,,gmail.com,0
4196,16414,27798,chinese university hong kong,hong kong,shatin,new territories,http://www.cuhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0
4215,16414,19695,chinese university hong kong,hong kong,shatin,new territories,http://www.cuhk.edu.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0
4229,16416,27603,city university london,united kingdom,london,,http://www.city.ac.uk,university college london,united kingdom,london,,ucl.ac.uk,0
4234,16416,35491,city university london,united kingdom,london,,http://www.city.ac.uk,university london,united kingdom,egham,surrey,rhul.ac.uk,0
4336,16419,10583,city university new york brooklyn college,united states,brooklyn,new york,http://www.brooklyn.cuny.edu,city university new york city college,united states,new york,new york,ccny.cuny.edu,0
4368,16426,52334,city university new york medgar evers college,united states,brooklyn,new york,http://www.mec.cuny.edu,new york university,united states,new york city,new york,gmail.com,0
4448,16429,25370,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,new york university,united states,new york city,new york,stern.nyu.edu,0
4449,16429,2379,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,university albany state university new york,united states,albany,new york,albany.edu,0
4471,16429,52264,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,zicklin school business baruch college city university new york,united states,new york,new york,halbinger.com,0
4482,16427,57870,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0
4487,16427,26967,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0
4492,16427,13546,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york,new york,stern.nyu.edu,0
4497,16427,25219,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,baruch college city university new york,united states,new york,new york,baruch.cuny.edu,0
4515,4888,58597,evangelical university applied sciences church music,germany,halle saale,,http://www.ehk-halle.de,bits university applied sciences,germany,iserlohn,,bits-iserlohn.de,0
4524,16456,8707,george washington university,united states,washington,district of columbia,http://www.gwu.edu,george washington university,united states,washington,district of columbia,gmail.com,1
4562,16466,7322,hong kong polytechnic university,hong kong,hong kong,,http://www.polyu.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0
4587,16467,48693,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,chinese university hong kong,hong kong,hong kong,,baf.cuhk.edu.hk,0
4620,16467,57260,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0
4643,16490,7060,maryland institute college art,united states,baltimore,maryland,http://www.mica.edu/,university maryland,united states,college park,maryland,umd.edu,0
4670,16488,26808,manchester metropolitan university,united kingdom,manchester,,http://www.mmu.ac.uk,university manchester,united kingdom,manchester,,manchester.ac.uk,0
4679,16503,1698,ohio state university,united states,columbus,ohio,http://www.osu.edu,ohio state university,united states,columbus,ohio,fisher.osu.edu,1
4701,4947,4798,ernst abbe hochschule jena university applied sciences,germany,jena,,http://www.eah-jena.de/,carinthia university applied sciences,germany,aichtal neuenhaus,,cti.ac.at,0
4703,16508,49540,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0
4704,16508,59468,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,chinese university hong kong,hong kong,nt,,baf.cuhk.edu.hk,0
4714,16508,58359,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong baptist university,hong kong,hong kong,,life.hkbu.edu.hk,0
4720,16508,26036,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0
4729,16508,29788,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0
4732,16508,7322,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,city university hong kong,hong kong,kowloon,,cityu.edu.hk,0
4739,16508,17360,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong baptist university,hong kong,hong kong,p. r. china,hkbu.edu.hk,0
4749,16508,14706,open university hong kong,hong kong,hong kong,,http://www.ouhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust.hk,0
4764,16512,42370,pennsylvania state university,united states,university park,pennsylvania,http://www.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu.edu,1
4847,16519,21368,pennsylvania state university penn state behrend,united states,erie,pennsylvania,http://psbehrend.psu.edu/,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,0
4882,16521,1779,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
4886,16521,2689,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
4894,16521,3508,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,0
4898,16522,38769,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university,united states,state college,pennsylvania,psu.edu,0
4932,16522,1313,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
4935,16522,21368,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,1
4938,16522,3508,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university harrisburg,united states,middletown,pennsylvania,psu.edu,1
5000,16525,42370,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,0
5008,16525,54087,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,0
5023,16525,11858,pennsylvania state university penn state mont alto campus,united states,mont alto,pennsylvania,http://www.montalto.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
5047,16528,32442,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
5052,16528,19946,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,rahulkapoor.com,0
5062,16528,14329,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu.edu,0
5199,16526,567,pennsylvania state university penn state new kensington,united states,new kensington,pennsylvania,http://www.nk.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu.edu,0
5201,16526,36813,pennsylvania state university penn state new kensington,united states,new kensington,pennsylvania,http://www.nk.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,wharton.upenn.edu,0
5226,16553,7574,naval postgraduate school,united states,monterey,california,http://www.nps.edu,naval postgraduate school,united states,monterey,california,nps.edu,1
5243,16557,60013,university arizona,united states,tucson,arizona,http://www.arizona.edu,university arizona,united states,tucson,arizona,email.arizona.edu,1
5256,16557,19644,university arizona,united states,tucson,arizona,http://www.arizona.edu,university arizona,united states,tucson,arizona,email.arizona.edu,1
5261,16560,7269,university birmingham,united kingdom,birmingham,,http://www.birmingham.ac.uk,university birmingham,united kingdom,birmingham,,bham.ac.uk,1
5264,16559,59149,university auckland,new zealand,auckland,,http://www.auckland.ac.nz,auckland university technology,new zealand,auckland,,aut.ac.nz,0
5276,16568,28716,university dallas,united states,irving,texas,http://www.udallas.edu,university dallas,united states,dallas,texas,udallas.edu,1
5286,16568,9821,university dallas,united states,irving,texas,http://www.udallas.edu,university texas dallas,united states,richardson,texas,utdallas.edu,0
5350,16576,54341,university hong kong,hong kong,hong kong,,http://www.hku.hk,chinese university hong kong,hong kong,shatin,new territories,baf.cuhk.edu.hk,0
5371,16576,57260,university hong kong,hong kong,hong kong,,http://www.hku.hk,hong kong polytechnic university,hong kong,kowloon,,polyu.edu.hk,0
5391,16581,24825,university manchester,united kingdom,manchester,,http://www.manchester.ac.uk,university manchester,united kingdom,manchester,,mbs.ac.uk,1
5480,16604,3831,university texas dallas,united states,richardson,texas,http://www.utdallas.edu,university texas dallas,united states,richardson,texas,sbcglobal.net,1
5541,16828,11457,toyota technological institute chicago,united states,chicago,illinois,http://www.ttic.edu/contact.php,university chicago,united states,chicago,illinois,chicagobooth.edu,0
5551,16917,51459,tsinghua university,china,beijing,,http://www.tsinghua.edu.cn,tsinghua university,china,beijing,,sem.tsinghua.edu.cn,1
5566,16956,58608,university turku,finland,turku,,http://www.utu.fi,university turku,finland,pori,satakunta,utu.fi,1
5588,6364,17540,florida agricultural mechanical university florida state university,united states,tallahassee,florida,http://www.famu.edu,florida state university,united states,tallahassee,florida,nettally.com,0
5615,6371,53474,florida gulf coast university,united states,fort myers,florida,http://www.fgcu.edu,university florida,united states,gainesville,florida,warrington.ufl.edu,0
5649,6374,7026,florida international university,united states,miami,florida,http://www.fiu.edu,florida international university,united states,pinecrest,florida,gmail.com,1
5666,6378,2078,florida state university,united states,tallahassee,florida,http://www.fsu.edu,florida state university,united states,tallahassee,florida,cob.fsu.edu,1
5735,6622,17035,georgia institute technology,united states,atlanta,georgia,http://www.gatech.edu,georgia institute technology,united states,atlanta,georgia,scheller.gatech.edu,1
5741,6623,2304,georgia southern university,united states,statesboro,georgia,http://www.georgiasouthern.edu/,university georgia,united states,athens,georgia,uga.edu,0
5775,6691,15303,golden gate university,united states,san francisco,california,http://www.ggu.edu,golden gate university,united states,san francisco,california,ggu.edu,1
5820,6821,16780,montpellier business school,france,montpellier,cedex 4,http://www.montpellier-bs.com,gscm montpellier business school,france,montpellier,france,supco-montpellier.fr,1
5841,6977,58626,stockholm school economics,sweden,stockholm,,http://www.hhs.se,stockholm university,sweden,stockholm,,fek.su.se,0
5864,6978,11987,copenhagen business school,denmark,frederiksberg,,http://www.cbs.dk,copenhagen business school,denmark,frederiksberg,,cbs.dk,1
5870,6978,4857,copenhagen business school,denmark,frederiksberg,,http://www.cbs.dk,copenhagen business school,denmark,copenhagen,,cbs.dk,1
5881,6979,31112,bi norwegian business school,norway,oslo,,http://www.bi.no,bi norwegian business school,norway,oslo,,bi.no,1
5905,7039,3875,harvard university,united states,cambridge,massachusetts,http://www.harvard.edu,harvard university,united states,boston,massachusetts,hbs.edu,1
5962,7162,38728,helmut schmidt university university federal armed forces hamburg,germany,hamburg,,http://www.hsu-hh.de,university hamburg,germany,hamburg,,vub.ac.be,0
5978,7366,4798,anhalt university applied sciences,germany,kothen,,http://www.hs-anhalt.de,carinthia university applied sciences,germany,aichtal neuenhaus,,cti.ac.at,0
5990,7384,42378,college applied languages munich,germany,munchen,,http://www.sdi-muenchen.de/hochschule/,university munich,germany,munich,,bwl.lmu.de,0
6014,7468,51925,hofstra university,united states,hempstead,new york,http://www.hofstra.edu,hofstra university,united states,hempstead,new york,HOFSTRA.EDU,1
6018,7474,57011,university college ghent,belgium,gent,,http://www.hogent.be,ghent university,belgium,ghent,,UGent.be,0
6085,7560,9168,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,city university hong kong,hong kong,hong kong,hong kong,cityu.edu.hk,0
6088,7560,32678,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,chinese university hong kong,hong kong,hong kong,,baf.cuhk.edu.hk,0
6092,7560,56270,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,hong kong polytechnic university,hong kong,hong kong,,polyu.edu.hk,0
6099,7560,58522,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,chinese university hong kong,hong kong,hong kong,,baf.msmail.cuhk.edu.hk,0
6106,7560,21843,hong kong shue yan university,hong kong,hong kong,,http://www.hksyu.edu/,city university hong kong,hong kong,hong kong,hong kong,cityu.edu.hk,0
6141,7603,5605,huazhong university science technology,china,wuhan,hubei province,http://www.hust.edu.cn,hong kong university science and technology,china,hong kong,,ust.hk,0
6146,7635,7640,hunan institute science technology,china,yueyang city,hu province,http://www.hnist.cn,hong kong university science and technology,china,kowloon,hong kong,ust.hk,0
6206,7735,34239,illinois state university,united states,normal,illinois,http://www.ilstu.edu,illinois state university,united states,normal,illinois,ilstu.edu,1
6223,7755,4616,imperial college london,united kingdom,london,,http://www.imperial.ac.uk,imperial college london,united kingdom,london,,imperial.ac.uk,1
6255,7767,52852,indian institute management bangalore,india,bangalore,karnataka,http://www.iimb.ernet.in/,indian institute management lucknow,india,lucknow,uttar pradesh,iiml.ac.in,0
6313,7770,57514,indian institute management kozhikode,india,kozhikode,kerala,http://www.iimk.ac.in/,indian institute management ahmedabad,india,ahmedabad,gujarat,iimahd.ernet,0
6332,7771,28882,indian institute management lucknow,india,lucknow,uttar pradesh,http://www.iiml.ac.in,indian institute management ahmedabad,india,ahmedabad,gujarat,iimahd.ernet.in,0
6341,18546,4424,macau university science technology,macau,macao,,http://www.must.edu.mo,university macau,macau,macau,,umac.mo,0
6398,7796,34751,indiana institute technology,united states,fort wayne,indiana,http://www.indianatech.edu,indiana university,united states,bloomington,indiana,tamu.edu,0
6418,7798,34751,indiana university bloomington,united states,bloomington,indiana,http://www.indiana.edu,indiana university,united states,bloomington,indiana,tamu.edu,1
6420,7798,59135,indiana university bloomington,united states,bloomington,indiana,http://www.indiana.edu,indiana university bloomington,united states,bloomington,indiana,indiana.edu,1
6452,7805,59969,indiana university purdue university indianapolis,united states,indianapolis,indiana,http://www.iupui.edu,indiana university,united states,indianapolis,indiana,iupui.edu,1
6492,7803,33487,indiana university northwest,united states,gary,indiana,http://www.iun.edu,indiana university,united states,bloomington,indiana,indiana.edu,0
6498,18604,56472,state university campinas,brazil,campinas,sao paulo,http://www.unicamp.br,state university campinas,brazil,limeira,,fca.unicamp.br,1
6509,18647,24052,federal university sao paulo,brazil,sao paulo,sao paulo,http://www.unifesp.br,pontificia university catolica de sao paulo,brazil,sao paulo,sao paulo,pucsp.br,0
6510,18647,57879,federal university sao paulo,brazil,sao paulo,sao paulo,http://www.unifesp.br,university de sao paulo,brazil,sao paulo,sao paulo,usp.br,0
6512,18649,25622,federal university uberlandia,brazil,uberlandia,minas gerais,http://www.ufu.br,federal university uberlandia,brazil,sao paulo,sp,gmail.com,1
6520,18757,8938,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milano,,unibocconi.it,1
6525,18757,5307,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milan,italy,sdabocconi.it,1
6531,18757,16712,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milan,,unibocconi.it,1
6541,18757,57771,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milano,,uunibocconi.it,1
6562,18801,57814,university trento,italy,trento,,http://www.unitn.it,university trento,italy,trento,italy,unitn.it,1
6579,18814,59764,university bologna,italy,bologna,,http://www.unibo.it,university bologna,italy,bologna,,unibo.it,1
6614,8500,18756,objetivo institute education research,brazil,palmas,tocantins,http://www.iepo.edu.br,insper institute education and research,brazil,sao paulo,sao paulo,insper.edu.br,0
6625,1909,8640,california state university chico,united states,chico,california,http://www.csuchico.edu,california polytechnic state university san luis obispo,united states,san luis obispo,california,calpoly.edu,0
6627,1909,1291,california state university chico,united states,chico,california,http://www.csuchico.edu,california state university fullerton,united states,fullerton,california,fullerton.edu,0
6629,1911,50963,california state university east bay,united states,hayward,california,http://www20.csueastbay.edu,california state university monterey bay,united states,seaside,california,csumb.edu,0
6641,8664,58109,federal institute education science technology minas gerais,brazil,belo horizonte,mg,http://www.ifmg.edu.br,federal university minas gerais,brazil,belo horizonte,mg,gmail.com,0
6659,19325,53758,university valencia,spain,valencia,,http://www.uv.es,university valencia,spain,valencia,,uv.es,1
6681,19358,27160,university passau,germany,passau,,http://www.uni-passau.de,university passau,germany,passau,,uni-passau.de,1
6728,19584,34463,university fribourg,switzerland,fribourg,,http://www.unifr.ch,university fribourg,switzerland,fribourg,,hefr.ch,1
6732,19587,54186,university geneva,switzerland,geneva,4,http://www.unige.ch,university geneva,switzerland,geneva,ge,unige.ch,1
6798,19863,5194,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,vu university amsterdam,netherlands,amsterdam,amsterdam,vu.nl,0
6809,19863,52314,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,university amsterdam,netherlands,amsterdam,,uva.nl,1
6820,19863,17955,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,vu university amsterdam,netherlands,amsterdam,,vu.nl,0
6826,19865,52639,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,uvt.nl,1
6829,19865,48445,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,tilburguniversity.edu,1
6831,19865,57761,tilburg university,netherlands,tilburg,,http://www.tilburguniversity.edu/,tilburg university,netherlands,tilburg,,tilburguniversity.edu,1
6850,9602,3337,iona college,united states,new rochelle,new york,http://www.iona.edu,iona college,united states,new rochelle,new york,iona.edu,1
6869,19940,10564,university technology malaysia,malaysia,johor bahru,johor,http://www.utm.my,malaysia japan international institute technology,malaysia,kuala lumpur,,yahoo.com,0
6876,19969,2133,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,great neck,new york,stern.nyu.edu,0
6879,19969,57870,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,stern.nyu.edu,0
6902,19969,1248,university albany state university new york,united states,albany,new york,http://www.albany.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0
6908,19969,35473,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,stern.nyu.edu,0
6925,20004,59121,university alabama,united states,tuscaloosa,alabama,http://www.ua.edu,university alabama birmingham,united states,birmingham,alabama,uab.edu,0
6965,20010,56780,university alberta,canada,edmonton,alberta,http://www.ualberta.ca,university alberta,canada,edmonton,alberta,ualberta.ca,1
6971,20016,1687,university arkansas,united states,fayetteville,arkansas,http://www.uark.edu,university arkansas,united states,fayetteville,arkansas,uark.edu,1
6992,20020,1687,university arkansas pine bluff,united states,pine bluff,arkansas,http://www.uapb.edu,university arkansas,united states,fayetteville,arkansas,uark.edu,0
6995,20020,53494,university arkansas pine bluff,united states,pine bluff,arkansas,http://www.uapb.edu,university arkansas,united states,fayetteville,arkansas,walton.uark.edu,0
7001,20035,5531,university bath,united kingdom,bath,,http://www.bath.ac.uk,university bath,united kingdom,bath,,bath.ac.uk,1
7005,20035,50408,university bath,united kingdom,bath,,http://www.bath.ac.uk,university bath,united kingdom,bath,,management.bath.ac.uk,1
7012,20053,25212,university calgary,canada,calgary,alberta,http://www.ucalgary.ca,university calgary,canada,calgary,alberta,ucalgary.ca,1
7031,20055,44628,university california,united states,oakland,california,http://www.ucop.edu,university california los angeles,united states,los angeles,california,anderson.ucla.edu,0
7034,20055,14945,university california,united states,oakland,california,http://www.ucop.edu,university california berkeley,united states,berkeley,california,haas.berkeley.edu,0
7051,20055,15212,university california,united states,oakland,california,http://www.ucop.edu,university california davis,united states,davis,california,ucdavis.edu,0
7066,20055,58296,university california,united states,oakland,california,http://www.ucop.edu,university california davis,united states,davis,california,ucdavis.edu,0
7375,20114,45808,university chicago,united states,chicago,illinois,http://www.uchicago.edu,university illinois chicago,united states,chicago,illinois,uic.edu,0
7405,20138,53960,university dubai,united arab emirates,dubai,,http://www.ud.ac.ae,university wollongong dubai,united arab emirates,dubai,dubai,uowdubai.ac.ae,0
7415,20142,19721,durham university durham university st john college,united kingdom,durham,,http://www.dur.ac.uk/st-johns.college,durham university,united kingdom,durham,,durham.ac.uk,0
7417,20142,7067,durham university durham university st john college,united kingdom,durham,,http://www.dur.ac.uk/st-johns.college,durham university,united kingdom,durham,,durham.ac.uk,0
7437,20152,43968,university electronic science technology china,china,chengdu,sichuan province,http://www.uestc.edu.cn,huazhong university science technology,china,wuhan,hubei,hust.edu.cn,0
7446,20160,42623,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu.edu,0
7462,20160,14965,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu.edu,0
7482,20160,51253,university florida,united states,gainesville,florida,http://www.ufl.edu,florida state university,united states,tallahassee,florida,fsu.edu,0
7547,20185,52601,university houston clear lake,united states,houston,texas,http://www.uhcl.edu,university houston,united states,houston,texas,gmail.com,0
7552,20185,14288,university houston clear lake,united states,houston,texas,http://www.uhcl.edu,university houston,united states,houston,texas,bauer.uh.edu,0
7567,20187,54041,university houston victoria,united states,victoria,texas,http://www.uhv.edu,university houston,united states,houston,texas,uh.edu,0
7590,20193,31514,university illinois urbana champaign,united states,champaign,illinois,http://illinois.edu/,university illinois urbana champaign,united states,champaign,illinois,illinois.edu,1
7619,20200,57408,university iowa,united states,iowa city,iowa,http://www.uiowa.edu,university iowa,united states,iowa city,iowa,uiowa.edu,1
7647,20213,655,university kentucky,united states,lexington,kentucky,http://www.uky.edu,university kentucky,united states,lexington,kentucky,gmail.com,1
7654,20222,46848,university lagos,nigeria,lagos,lagos state,http://www.unilag.edu.ng,lagos business school,nigeria,ajah,lagos,lbs.edu.ng,0
7670,20224,12410,university leicester,united kingdom,leicester,,http://www.le.ac.uk,university leicester,united kingdom,leicester,,le.ac.uk,1
7701,20239,58143,university london queen mary,united kingdom,london,,http://www.qmul.ac.uk,queen mary university london,united kingdom,london,,qmul.ac.uk,1
7730,20242,15319,university london school advanced study,united kingdom,london,,http://www.sas.ac.uk,university london,united kingdom,egham,surrey,rhul.ac.uk,0
7819,20260,4140,university maine,united states,orono,maine,http://www.umaine.edu,university maine,united states,orono,maine,maine.edu,1
7844,15828,23376,state university new york college brockport,united states,brockport,new york,http://www.brockport.edu,university buffalo state university new york,united states,buffalo,new york,buffalo.edu,0
7899,20280,8362,university maryland baltimore county,united states,baltimore,maryland,http://www.umbc.edu,university maryland,united states,college park,maryland,rhsmith.umd.edu,0
7937,20279,8091,university maryland baltimore,united states,baltimore,maryland,http://www.umaryland.edu,university maryland,united states,college park,maryland,rhsmith.umd.edu,0
7960,20285,22989,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston college,united states,chestnut hill,massachusetts,bc.edu,0
7968,20285,3474,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston university,united states,west newton,massachusetts,bu.edu,0
7983,20285,27979,university massachusetts boston,united states,boston,massachusetts,http://www.umb.edu,boston university,united states,boston,massachusetts,bu.edu,0
7991,20288,12166,university massachusetts medical school,united states,worcester,massachusetts,http://www.umassmed.edu,university massachusetts,united states,boston,massachusetts,umb.edu,0
7997,20295,10141,university melbourne,australia,melbourne,victoria,http://www.unimelb.edu.au,university melbourne,australia,melbourne,victoria,unimelb.edu.au,1
8034,20297,8195,university michigan,united states,ann arbor,michigan,http://www.umich.edu,central michigan university,united states,mount pleasant,michigan,cmich.edu,0
8041,20297,11063,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1
8048,20297,3961,university michigan,united states,ann arbor,michigan,http://www.umich.edu,michigan state university,united states,east lansing,michigan,msu.edu,0
8062,20297,41449,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1
8064,20297,56313,university michigan,united states,ann arbor,michigan,http://www.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,1
8083,20298,2093,university michigan dearborn,united states,dearborn,michigan,http://www.umd.umich.edu,university michigan,united states,ann arbor,michigan,umich.edu,0
8107,20303,55146,university minnesota duluth,united states,duluth,minnesota,http://www.d.umn.edu,university minnesota,united states,minneapolis,minnesota,umn.edu,0
8190,20326,29019,university nevada las vegas,united states,las vegas,nevada,http://www.unlv.edu,university nevada las vegas,united states,las vegas,nevada,gmail.com,1
8244,20344,34165,university north carolina asheville,united states,asheville,north carolina,http://www.unca.edu,university north carolina,united states,chapel hill,north carolina,unc.edu,0
8257,20345,55758,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,gmail.com,1
8281,20345,37841,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,pittsboro,north carolina,email.unc.edu,1
8282,20345,51257,university north carolina chapel hill,united states,chapel hill,north carolina,http://www.unc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,kenan-flagler.unc.edu,1
8297,20346,10892,university north carolina charlotte,united states,charlotte,north carolina,http://www.uncc.edu,university north carolina chapel hill,united states,chapel hill,north carolina,kenan-flagler.unc.edu,0
8335,20347,34165,university north carolina greensboro,united states,greensboro,north carolina,http://www.uncg.edu,university north carolina,united states,chapel hill,north carolina,unc.edu,0
8356,20354,30943,university northern british columbia,canada,prince george,british columbia,http://www.unbc.ca,university british columbia,canada,vancouver,bc,sauder.ubc.ca,1
8379,20364,12212,university oklahoma,united states,norman,oklahoma,http://www.ou.edu,oklahoma state university,united states,stillwater,oklahoma,okstate.edu,0
8396,20369,56414,university ottawa,canada,ottawa,ontario,http://www.uottawa.ca,telfer school management university ottawa,canada,ottawa,on,telfer.uottawa.ca,1
