s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1412,,4|How Do Firms Develop Capabilities for Strategic Change in Dynamic Environments?,1|Yue Wang|U. of New South Wales||2|Xufei Ma|Chinese U. of Hong Kong||3|Yaqun Yi|Xi'an Jiaotong U.||4|Yuan Li|Shanghai JiaoTong U.||,,"Synthesising insights from strategy literature, evolutionary economics and organization theories, we develop a normative theory of how firms develop capabilities for strategic change in dynamic environments. We begin by developing strategic change capability (SCC) as a useful new concept that is theoretically distinct from dynamic capability, comprising dynamic and non-dynamic ad hoc SCC. We then connect strategy and organization theories to identify environmental and organizational contingencies under which firms choose between dynamic or ad hoc capabilities for strategic change. Finally, we extend the model to explore the resource management processes by which firms bundle their resources into SCC.",strategic change| dynamic environments| capabilities
1413,,1|Organizing for Strategy Making: An Information Aggregation View,1|Felipe A. Csaszar|U. of Michigan||2|J.P. Eggers|New York U.||,,"This study examines the process of strategic decision making within organizations by analyzing four commonly used information aggregation structures: individual decision making, delegation to experts, voting, and averaging of opinions.  Using a formal mathematical model, we investigate how the performance of each of these structures is contingent upon the breadth of knowledge within the firm and changes in the environment.  Our model builds on work done in the Carnegie tradition and in other decision-theoretic disciplines.  We use the model to explore when delegation is preferable to the more ""crowdlike"" structures of voting and averaging.  We show that delegation is the most effective only when there is diversity of expertise, when accurate delegation is possible, and when there is a good fit between the firm's knowledge and the knowledge required by the environment.  Otherwise, depending on the knowledge breadth of the firm, voting or averaging may be the most effective structure.  Finally, we use our model to shed light on which structures are more robust to radical environmental change and also to answer calls for a better understanding of the microfoundations of strategy.",organizational structure| decision making| knowledge
1413,,2|Behavioral Consequences of Scenario Planning: Its Impact on Biases and Decision Quality,1|Torsten Wulf|HHL - Leipzig Graduate School of Management||2|Philip Meissner|HHL - Leipzig Graduate School of Management||,,"In this paper we examine the behavioral consequences of scenario planning compared to traditional strategic planning tools. Drawing on behavioral decision theory we analyse the effect of scenario planning on the framing bias of decision makers as well as on decision quality. In an experiment involving 245 graduate management students, we find that scenario planning eliminates the framing bias and that it has a more positive effect on decision quality than traditional strategic planning tools. Thus, our paper contributes to behavioral strategy and strategic planning research by highlighting behavioral instead of performance consequences of scenario planning and by presenting proof of the debiasing effect of scenario planning as well as of its positive effect on decision quality.",behavioral strategy| strategic decision making| scenario planning
1413,,"3|Cognitive Control Capabilities, Routinization and Decision-Making Performance",1|Daniella Laureiro-Martinez|Bocconi U.||,,"This paper studies both the cognitive and the behavioral foundations of decision-making at the individual level of analysis. It uses a study conducted with 89 graduate students and a model that combines highly mindful  cognitive processes and routinized (less-mindful) behavioral responses to explain the performance of R&D resource-allocation choices. Three findings emerge from the data. First, cognitive control capabilities, i.e. the supervisory cognitive mechanisms through which individuals monitor and control their own attention processes, positively influence decision-makingperformance. Second, the degree of routinization of decision-making also has a positive influence on performance. Third, routinization fully mediates the impact of cognitive control capabilities on decision-making performance. Hence, both high and low levels of mindfulness are essential to maximize the performance of strategic decisions such as R&D resource allocation. Counterintuitively, however, higher cognitive control capabilities are  connected to higher levels of routinization, which in turn enhance performance. Also, combinations of high routinization/low cognitive control capabilities perform significantly better than their complements, giving routinization a more important role than cognitive control capabilities in explaining decision-making performance. These findings might contribute towards the development of an integrated theory of cognition, decision-making and learning.",microfoundations| routines| cognitive control capabilities
1413,,4|Heterogeneity in Adaptive Aspirations and Reference Groups,"1|Daniela Patricia Blettner|Tilburg U.||2|Zi-Lin He|Tilburg U.||3|Songcui Hu|U. of North Carolina, Chapel Hill||4|Richard A Bettis|U. of North Carolina, Chapel Hill||",,"The setting of goals or aspirations as first conceptualized in A Behavioral Theory of the Firm is an important issue in behavioral approaches to strategic management and organization theory.  Empirical studies of how adaptive aspirations are related to organizational outcomes have been inconclusive. One possibility is that the inconsistency is an artifact of more or less ad hoc methods used in operationalizing aspirations. In this paper, we use panel data on the German magazine industry (1972 till 2009) to diagnose the weaknesses of current approaches to estimating adaptive aspirations. We have an observable measure of aspirations to validate our estimation of the weights for different components in aspiration adjustment; we estimate a set of such weights for each magazine, and we account for both internal and external reference groups (other magazines in the same content category and sister magazines under the same publisher). The results show that rules for aspiration adjustment are far more heterogeneous than commonly assumed, even within a well defined industry like the magazine industry.",behavioral theory of the firm| aspiration| adaptation
1414,,1|From Sensing Shape to Shaping Sense: A Dynamic Model of Absorptive Capacity and Selective Revealing,1|Oliver Alexy|Imperial College London||2|Gerard George|Imperial College London||3|Ammon Salter|Imperial College Business School||,,"The concept of absorptive capacity is mainly agnostic to the iterative nature of knowledge production processes. We extend it to a dynamic model, in which firms can influence future spillovers they receive by selectively revealing knowledge today. We derive two strategies, signaling and steering, allowing firms to exhibit managerial agency to increase structural and content compatibility of external knowledge. We explicate potential goals, highlight boundary conditions, and discuss implications for innovation strategy and organization theory.",absorptive capacity| selective revealing| knowledge
1414,,2|Mind the Way You Reflect: Causal Knowledge in Organizational Learning,1|Natalia Vuori|Aalto U.||2|Timo Vuori|Aalto U.||,,"Previous research argues that reflection on past experience is essential for learning in organizations. We add to this research by showing that the quality of reflection and the type of knowledge stored influence individual and organizational learning. We base our arguments on a multiple-case study of serial acquirers. We find that causal knowledge is the preliminary basis for acquisition capability development because acquisition learning is context specific. The data show that individuals can reflect on experience in two different ways: through superficial and deep reflection. Deep reflection leads to complex causal cognitive models that describe how different elements in a system influence each other, whereas superficial reflection results in strip maps that lay out a simple set of action steps. We recognize three characteristics that differentiate deep reflection from surface reflection. Moreover, we find that even if an individual has reflected on experience in a deep way, he or she may store and communicate the lessons learned in the form of surface manifestations instead of deep structured knowledge. We argue that successful M&A capability development requires both deep reflection and the storing and communication of causal knowledge.",cognition| learning| acquisition
1414,,3|Empirical Investigation into a Subsidiary Absorptive Capacity Process Model,1|Stephanie Christine Schleimer|U. of Queensland||2|Torben Pedersen|Copenhagen Business School||,,"Since its inception, absorptive capacity has been one of the most researched phenomena of the management literature. However, it remains to be surrounded by considerable ambiguity in terms of its actual meaning, the drivers influencing its evolution, and its impact on related outcomes. In this study, we take on some of the major criticisms and recent suggestions from the absorptive capacity literature and empirically test a process model of absorptive capacity. The setting of our empirical study is 213 subsidiaries of multinational enterprises and the focus is on the capacity of these subsidiaries to successfully absorb best practices in marketing strategy from their headquarters. This setting allows us to explore the process model in its entirety, including different drivers of subsidiary absorptive capacity (organizational mechanisms and contextual drivers), the three original dimensions of absorptive capacity (recognition, assimilation, application), and related outcomes (implementation and internalization of the best practice). The studys findings reveal that managers have discretion in promoting absorptive capacity through the application of specific organizational mechanism and that the impact of contextual drivers on subsidiary absorptive capacity is not direct, but mediated by these organizational mechanisms.",subsidiary| absorptive capacity| marketing strategy
1414,,"4|When Do Firms Benefit from Experience with Internal Growth, Collaboration, and Market Transactions?",1|Louis Mulotte|Tilburg U.||,,"Organizational research suggests that firms benefit generally from accumulated organizational-mode experience when they expand via internal growth, collaborative endeavors, or market-based arrangements. This study examines boundary conditions to such experiential benefits. We analyze the extent to which performance feedback and similarity between successive endeavors impact the levels of the benefits from organizational-mode experience. We test our hypotheses on 278 introductions of aircraft projects undertaken between 1948 and 2000 via three New Product Introduction modes: internal development, joint development, and licensing. Intriguingly, empirical findings indicate that the impact of performance feedback and similarity on the benefits from organizational-mode experience varies in direction and magnitude across NPI modes. We then assess the implications of our findings for understanding experiential learning processes in activities involving varying levels of causal ambiguity.",experience| learning| corporate development activities
1415,,1|Ambidextrous Capital in the Airline Industry,1|Ian Hodgkinson|Loughborough U.||2|M.N. Ravishankar|Loughborough U.||3|Michelle Aitken-Fischer|Loughborough U.||,,"Through a qualitative study of business unit managers from an international airline, we build theory about the underlying features of organisational context that are most critical in developing contextual ambidexterity. We found that strategic capital defines a context that allows the meta-capabilities of alignment and adaptability to simultaneously flourish in strategic management, and sustain strategic success. The strategic capital endowments found to facilitate contextual ambidexterity are identified and discussed, which include championing, strategy commitment, implementation support, implementation effectiveness, learning and memory. Implications of our findings for both theory and practice are discussed.",ambidexterity| strategic capital| strategic management
1415,,2|Simulating Ambidexterity Heuristics and Their Effectiveness in Different Types of Environments,1|Andre O. Laplume|Michigan Technological U.||2|Parshotam Dass|U. of Manitoba||,,"This study compares the performance of simultaneous ambidexterity with sequential approaches to balancing exploration and exploitation. Our simulations suggest that sequentially balancing exploration and exploitation is more effective in environments dominated by competence destroying rule change, whereas simultaneous ambidexterity is more effective when competence enhancing rule changes dominate. When competence enhancing and competence destroying rule changes are roughly in balance, we find a hybrid (sequential and simultaneous) approach to be most effective. Moreover, the performance of the hybrid approach to balancing exploration and exploitation depends on proactive switching heuristics, and is most appropriate for undiversified firms in highly competitive environments.",simulation| exploration and exploitation| strategic ambidexterity
1415,,3|Exploring the Dynamics of Dynamic Capabilities: The Anteceding Role of Communal Culture,"1|Carsten Zimmermann|U. of San Diego||2|Sebastian Kortmann|U. Muenster||3|Johan Perols|U. of San Diego||4|Markus A. Fitza|U. of Colorado, Boulder||",,"In this paper we investigate the influence of culture on a firms dynamic capabilities. While past studies emphasize the anteceding role of cultural aspects on dynamic capabilities, empirical evidence is scant. Therefore, we identify cultural characteristics with a strong influence on firms dynamic capabilities, i.e. power-sharing and support and collaboration. We argue that the relationship between these culture characteristics and dynamic capabilities is mediated by innovation orientation. We use a cross-sectional data set of 136 innovating firms in the US, to empirically test our model. Accordingly, we identify innovation orientation as a higher-order orchestration capability that drives dynamic capability processes",dynamic capabilities| organizational culture| innovation orientation
1415,,4|The Performance Effects of Balancing Exploration and Exploitation Within and Across Governance Modes,1|Uriel Stettner|Technion Israel Institute of Technology||2|Dovev Lavie|Technion Israel Institute of Technology||,,"Acknowledging interdependence in firms tendencies to explore versus exploit across governance modes, we claim that balancing these tendencies within each mode undermines performance as a result of resource allocation constraints, limits to specialization, and tension between conflicting routines. Nevertheless, by exploring in one mode while exploiting in another, firms can overcome these impediments and enhance performance. Furthermore, exploration via externally-oriented modes such as acquisitions or alliances enhances performance more than exploration via internal development. Analysis of 190 publicly-traded U.S.-based software firms furnishes support to these conjectures and sheds new light on Jim Marchs balance hypothesis.",exploration and exploitation| governance mode| ambidexterity
1416,,"1|Managing Trade-Offs Within and Across Decision Domains: Continuity, Change and New Product Success",1|Enrico Forti|U. College London||2|Maurizio Sobrero|U. of Bologna||3|Andrea Vezzulli|UECE - ISEG/UTL||,,Systematic evidence documenting the outcomes of managing trade-offs within and across decision domains is lacking and little is known about the mix of actual decisions through which firms balance continuity and change. We leverage behavioral tracking data regarding the global music industry to tease apart the effect of continuity- and change-related decisions on the success of new products. Different strategic profiles are evaluated across two domains theoretically modeled to articulate trade-offs in the decision making space: product attributes and members of the production team. Results show that balancing continuity and change within and across decision domains increases new product success.,behavioral tracking data| ambidexterity| new products
1416,,2|Impact of New Investments in the Resource Base and Organizational Architecture on Performance,1|Ilgaz Arikan|Georgia State U.||2|Arun Rai|Georgia State U.||,,"Strategic change in, and adaptation of, organizations requires firms to invest in their resource base. Drawing on the resource based theory and the organizational architecture literatures; we examine how firm-specificity, complexity and modularity of a firms resources, individually and together, impact a firms performance relative to others in the same industry over time. We argue that these characteristics of resources simultaneously affect how well firms adapt to environmental shocks. Our empirical analysis is based on stochastic frontier analysis of firm-level panel data on investments in core resources (specifically IT resources) by investor-owned electric utilities. We find that (i) a firms resource base and overall modularity jointly impact its performance, (ii) increased complexity of core resources decreases the change in relative firm performance in the short-run while increasing it in the long-run, (iii) increased modularity of core resources increases the change in relative firm performance in the short-run, while decreasing it in the long-run, and (iv) increased firm-specificity of core resources increases the change in relative firm performance in the long-run. Furthermore, firm-specificity and modularity of core resources jointly affect relative firm performance: conditional on modularity, firm-specificity of IT resources increases the change in a firms relative performance over the short-run.",organizational architecture| resource based theory| relative firm performance
1416,,3|Keys to Internal Knowledge Replication without External Imitation,"1|Bongsun Kim|U. of Illinois, Urbana-Champaign||2|Eonsoo Kim|Korea U.||3|Pamela S. Barr|Georgia State U.||",,"How can a firm facilitate internal knowledge replication while minimizing the likelihood of imitation by outsiders? Knowledge that is easily transferred and replicated may also be easily imitated. However, this interesting dilemma of replication and imitation as flip sides of the same coin has not received enough research attention. We suggest an integrated framework to resolve this issue, highlighting non-teachability of knowledge and contextual idiosyncrasy as two key constructs in solving the replication-imitation dilemma. We argue that, in order to facilitate internal replication but to impede external imitation, firms should first increase ""non-teachability"" making both replication and imitation inherently difficult, then leverage ""contextual idiosyncrasy"" - coming from a combination of resource, capability, and organizational mechanism - as a mechanism to overcome such difficulty on the part of internal replicators but further raise the difficulty faced by outside imitators. This study highlights the joint consideration of the concept of inimitability and organization of VRIO framework and clarifies the previously weak complementarities between them.",knowledge-replication/imitation dilemma| non-teachability| idiosyncrasy
1416,,4|A Behavioral Theory of Operational Priorities,"1|Mikko Ketokivi|IE Business School||2|Fabrizio Salvador|IE Business School||3|Philip Bromiley|U. of California, Irvine||",,"Drawing on the literature on strategic management, organization theory and operations management, we develop a behavioral theory of operational priorities that investigates how operational priorities as sub-goals are determined by operations managers. Even assuming that operations managers seek economically and technically sensible decisions, the idea of operational priorities simply reflecting higher-level strategic priorities remains problematic. Instead, operational priorities reflect an interaction of corporate strategies with operational unit realities.",behavioral theory| decision-making| organizational goals
1417,survey|| methods|| ethnographic,1|Development and Psychometric Testing of the Professional Practice Leader Questionnaire.,1|Sara Lankshear|Releve Consulting Services||2|Mickey Kerr|U. of Western Ontario||3|Carol A. Wong|U. of Western Ontario||,,"Despite the extensive implementation of Professional Practice Leaders (PPLs)roles in Canada, a review of the literature revealed no empirical research regarding the impact of the role and no existing questionnaire to measure professional practice leadership roles.  In order to determine the factors that either enhance or hinder those in professional practice leadership roles, there is a need to develop a valid and reliable measure of PPL role functions. This paper will describe the development and psychometric testing of a questionnaire developed to measure the extent PPLs are able to achieve their role functions.",instrument design| psychometric testing| professional practice
1417,survey|| methods|| ethnographic,2|The Unspoken Work of GP Receptionists: A Re-Examination of Emotion Management in Primary Care,1|Jenna Ward|York U.||2|Robert Michael McMurray|Durham U.||,,"Dealing with illness, recovery and death require health care workers to manage not only their own emotions, but also the emotions of those around them.  While there is evidence to suggest that core occupations such as nursing are well versed in the nature of and need for such work, little is known about the requirements for emotion management on the part of front-line administrative staff.  In response, findings from a three-year ethnographic study of general practice, suggest that as a first-point-of-contact in the English health care system GP receptionists are called upon to perform complex forms of emotion management pursuant to facilitating efficacious care.  Two new emotion management techniques are identified: 1) emotional neutrality, and 2) emotion switching, indicating a need to extend emotion management research beyond core occupations, while at the same time reconsidering the variety and complexity of the techniques used by ancillary workers.",emotion switching| emotional nuetrality| gp receptionists
1417,survey|| methods|| ethnographic,3|Validation of a Measure of Nursing Workarounds,1|Jonathon R. B. Halbesleben|U. of Alabama||2|Cheryl Rathert|U. of Missouri||,,"Researcher interest in workarounds has been rapidly growing; however, high quality research in this area has been limited by an inability to validly measure workarounds.  The purpose of this study was to validate a new measure of nursing workarounds.  The study was conducted among Registered Nurses in the two largest counties of a state in the upper Midwest United States. The study employed a survey design, including the newly developed measure of workarounds, a measure of deviance and a measure of job crafting.  Data were collected at three time points separated by one week. We found evidence for the construct validity of the new measure; as the data fit the proposed model that crossed workaround context with workaround processes.  Further, the workaround measure was distinct from measures of deviance and job crafting. Finally, the measure demonstrated adequate test-retest reliability.",workarounds| validity| nursing
1418,,1|Disruption of Routines Through Employee Mobility,1|Brian Michael Saxton|The Ohio State U.||2|Benjamin A. Campbell|Ohio State U.||,,"We theorize that the dual role of routines as a store of tacit knowledge and as a coordinating mechanism of interdependent actors make routines fragile to changes in both context and underlying human capital.  We then examine how contextual shocks and team composition shocks disrupt existing routines and adversely impact individual performance.  Using individual performance data from the National Basketball Association, we find that both contextual shocks and team composition shocks have an adverse effect on individual performance and the adverse effects increase with the magnitude of the shocks.  Our findings indicate that employee mobility disrupts the routines of both mobile employees and incumbent employees which suggests that the costs of disrupting existing routines may outweigh the benefits of adding new human capital to an organization.",routines| employee mobility| coordination
1418,,2|Motivating Organizational Search,1|Oliver Baumann|U. of Southern Denmark||2|Nils Stieglitz|U. of Southern Denmark||,,"Even though innovation is often critically dependent on ideas that are generated by employees, how incentives can be leveraged to motivate search among employees remains rather underexplored. In this paper, we use an agent-based simulation model to address a basic trade-off: On the one hand, higher-powered incentives raise the potential gains if an employees project idea is implemented. On the other hand, higher-powered incentives fuel competition among employees and thus lower the chances that ones project will be selected. Our results make a case for the power of weak incentive intensity. While strong incentive intensity results in higher search efforts by employees and a higher number of projects, the additional gains of the overall search activities rapidly decrease, while the costs of the incentive system increase linearly. If organizational resources are scarce, higher-powered incentives create an excessive pipeline of good innovation projects that lie idle. A congested project pipeline further boosts competition among employees and reduces the agents motivation for search. Higher-powered incentives, however, can still be effective in small firms and if strong persistence is necessary to develop project ideas. Based on these findings, we develop a set of empirical propositions and discuss the broader implications of our results for the management of innovation, the boundaries of firms, and organizational adaptation and design.",organizational search| incentives| simulation
1418,,3|The Dangers of Deep Knowledge: New Ventures in the U.S. Solar Industry,1|Nathan Furr|Brigham Young U.||2|Fabrice Cavarretta|ESSEC Business School||3|Sam Garg|Stanford U.||,,"This paper addresses the tension between a knowledge-based view and a cognitive view of firms, asking the question of whether deep knowledge is always beneficial for technology ventures or whether the ability to be cognitively flexible may be more important for new venture development. We test this tension by examining the effects of expertise at the CEO and top management team on the likelihood of technology change among the population of U.S. solar photovoltaic manufacturing ventures between 1992 and 2007. Surprisingly we find that firms led by experts at both the CEO and management team level are actually more rigid, decreasing the likelihood of change. Furthermore, we find that firms led by non-experts (at the CEO and management team level) are in fact more flexible and likely to change technology. To explore these theories more we also conduct an interaction analysis in which we contrast the value of complementary knowledge, as suggested by the knowledge-based view, against the role of team structure, as suggested by a cognitive flexibility perspective. Interestingly we find that knowledge complementarity alone is insufficient to increase change. In contrast, cognitively flexible team structures can reverse the negative effects of expertise or amplify the positive benefits of cognitive flexibility. Finally, we argue that because technology ventures inhabit dynamic internal and external environments, change should be beneficial to performance and we find a positive relationship between change and performance.",change| cognition| entrepreneurship
1418,,4|How Do Firms Match Their Capabilities to Tasks? Evidence from M&A Advisors,1|Olivier Chatain|U. of Pennsylvania||2|Philipp Meyer|U. of Pennsylvania||,,"The matching of capabilities to tasks is one of the most fundamental decisions in organizations, and the outcome of this decision critically impacts on performance. Yet very little evidence exists on the factors that determine a firms decision to match its capabilities to tasks. This paper attempts to fill this gap by examining determinants of a firms decision to match individual-level capabilities to tasks. We relate the capacity constraint and characteristics of the firms individual-level capabilities as well as the task characteristics to the likelihood of a capability being matched to a particular task. We empirically study how UK M&A law firms allocate their lawyers to M&A mandates. Our dataset on lawyers (individual-level capabilities) and M&A mandates (tasks) allows us to observe which lawyers have and which have not been staffed on particular mandates. We find that more capacity constrained lawyers are significantly less likely to be deployed in new deals. However this effect is mooted by the quality and experience of the lawyer, suggesting that law firms leverage the value-added of these highly valuable resources across more deals and that more experienced and better lawyers are also more efficient in their capacity deployment. Furthermore, consistent with an efficient allocation, we find that a firms best lawyers are deployed in higher value deals; however we do not find evidence that law firms match their best capabilities to tasks of high future value, suggesting that clients do not appear to suffer from moral hazard due to law firms capability deployment decisions.",capability deployment| capabilities| mergers and acquisitions
1419,Networks|| Intraorganizational,1|The Primacy of Affect in Intraorganizational Task Networks,1|Tiziana Casciaro|U. of Toronto||2|Miguel Sousa Lobo|INSEAD||,,"To better understand the structuration of task-related networks in organizations, we develop a theory of the co-evolution of instrumental and affective content in task-related ties. We test this theory with longitudinal whole-network data from employees in a small functional-form organization, which we analyze with a methodology drawing from the social relations model of interpersonal perception and hierarchical Bayesian models for social network analysis. We find that, within the constraints imposed by the formal structure, the affective value of social relationships in organizations stimulates task interaction and alters the interactions instrumental value, without being shaped by either. We conclude that the affective content of task-related ties is primal: it occurs at a more basic level than instrumental evaluations and it influences the structuration of task-related networks through a multiplicity of causal paths not accounted for by formal-structural requirements.",organizational theory| networks| affect
1419,Networks|| Intraorganizational,2|Reconnection Choices and the Dominance of the Irrelevant Past,1|Daniel Z. Levin|Rutgers U.||2|Jorge Walter|George Washington U.||,,"People's work relationships ebb and flow over time, with some connections forming for the first time and others going dormant. New connections form because of physical proximity, shared demographics, and the demands of a job; old connections disappear due to the finite nature of managers' time and the changes that they all experience. More recently, however, the proliferation of the internet and social networking sites has made it remarkably easy for people to reconnect their former ties. Yet we know very little about whether and why people reconnect for work; we also know very little about whether and why these reconnections might (or might not be) effective. To address these questions, we asked 117 Executive MBA students to reconnect two of their ""dormant"" ties. Our results suggest that the idea of reconnecting creates anxiety that leads executives to fall back on old familiar ties (i.e., people they used to interact with frequently or have known for a long time) as the primary basis for reconnecting. Ironically, these kinds of reconnections are significantly less useful, as they offer relatively few new insights. Instead, a more pro-active, future-oriented outlook provides more value: even though this is not their natural tendency, executives gain more when they reconnect with someone whom they expect will be trustworthy and willing to share. Thus, for the best reconnections, a backwards focus, however natural, is dysfunctional, and a forwards focus on expected relationship quality can be particularly effective at providing new and useful information.",interpersonal relationships| knowledge transfer| social capital
1419,Networks|| Intraorganizational,3|Intraorganizational network as structural antecedents of work-family conflict,1|Han Jiang|Tulane U.||2|Cynthia E. Devers|Tulane U.||3|Jie Jiao|Tsinghua U.||,,"Using primary data, collected from 437 full-time technical workers in an information technology corporation, we explicitly examine how key structural features of friendship and communication networks (network density, in- and out-degree centrality, and betweenness centrality) influence employees!- strain-based, time-based and behavior-based work-family conflicts.   Results demonstrate that network structural features can differentially influence work-family conflict. Specifically, although employees!- intraorganizational networks can help alleviate certain types of work-family conflict, the favorable implications of intraorganizational networks are not costless and, thus, can increase other types of work-family conflicts.",work-family conflict| intraorganizational network| social support
1419,Networks|| Intraorganizational,4|Knowledge Sharing In Non-knowledge Intensive Organizations: When Social Networks Do Not Matter?,1|Otto Koppius|RSM Erasmus U.||2|Joey van der Capellen|RSM Erasmus U.||3|Koen Dittrich|RSM Erasmus U.||,,"Considerable attention has been paid to the network determinants of knowledge sharing. However, most, if not all, of the studies investigating the determinants of knowledge sharing are either focused on knowledge-intensive organizations such as consultancy firms or R&D organizations, or knowledge workers in regular organizations, while lesser knowledge intensive organizations or non-knowledge workers are rarely explored. This is a gap in the literature on social networks and knowledge sharing. Inthis paper, the relations between network determinants and actor determinants of knowledge sharing are empirically tested by means of a network survey in a less knowledge intensive organization, specifically employees of a Dutch department store chain. The results show that individual-level variables such as departmental commitment and enjoyment in helping others are the major determinants of individuals knowledge sharing behavior, but none of the social network variables play a role. The results thus present an important boundary condition to social networks effects on knowledge sharing: social networks only seem to play arole in knowledge sharing for knowledge workers, not for blue-collar workers.",knowledge sharing| intraorganizational networks| knowledge intensive firms
1424,,1|Dynamic Capabilities at a Bifurcation Point: A Definition For Fostering Meaningful Conversation,1|Maria Cristina Cinici|U. of Catania||2|Giovanni Battista Dagnino|U. of Catania||3|Alessandro Giudici|Cranfield U.||4|Patrick Reinmoeller|Cranfield U.||,,"The academic conversation on dynamic capabilities has experienced notable success in the last few years. Yet, it is still unclear what the construct precisely means. Building on a semiotic meta-analysis on 129 papers from 33 ISI Web of Science journals, we systematically assess the multiple dimensions that scholars ascribed to the definition of dynamic capabilities. We argue that the construct has reached a bifurcation point where further lack of common understanding will certainly jeopardize its relevance and impact. We therefore forge a combinative definition that makes up the shared meaning of dynamic capabilities to realign the academic conversation and possibly enlighten future research.",dynamic capabilities| bibliographic methods| semiotic analysis
1424,,2|Performance Effects of Proactive Exploratory and Exploitative Innovation in Dynamic Environments,1|Shiko M. Ben-Menahem|Erasmus U. Rotterdam||2|Justin J.P. Jansen|Erasmus U. Rotterdam||3|Frans A.J. Van den Bosch|Erasmus U. Rotterdam||,,"Strategy research and organizational learning theories stress that firms in dynamic environments should balance exploratory and exploitative innovation. In this study, we show that exploratory and exploitative innovation in itself do not result in high performance in dynamic environments. Rather, our findings clearly indicate that proactiveness is an important moderating variable for exploratory and exploitative innovation to pay off. In other words, proactiveness strengthens the effects of exploratory and exploitative innovation on performance in dynamic environments. Without proactive behavior exploitative innovation has no effect on performance in dynamic environments, while exploratory innovation even has a negative effect on performance.",exploratory innovation| exploitative innovation| performance
1424,,3|What are the Strategic Implications of Firm-Specific Incentives?,1|David Kryscynski|Emory U.||,,"This paper argues that firm-specific incentives may explain human capital based competitive advantage when traditional human capital theory cannot.  Firm-specific incentives are more valuable to workers in the focal firm than similar incentives at workers next best options.  I articulate the distinctness of these incentives from existing constructs and approaches in the organizational literature, develop propositions connecting firm-specific incentives to attraction, motivation and retention advantages, and then discuss relevant implications for theory and practice.",incentives| human capital| resource based view
1424,,4|Knowledge Management Processes and Unit Performance: A Contingency Perspective,"1|Derrick McIver|U. of Texas, San Antonio||2|Cynthia A. Lengnick-Hall|U. of Texas, San Antonio||",,"This paper introduces a contingency framework for selecting knowledge management processes based on the underlying knowledge characteristics of the organizational work being conducted in a work unit. We suggest the adoption of knowledge management activities that fit the practice context could contribute to high performance while investing in knowledge management processes that are not matched with the knowledge dimensions of the context undermines performance and squanders resources. Further we argue that the unit is a particularly appropriate level of analysis for understanding contexts and targeting knowledge management activities. More specifically, we argue that adopting knowledge management processes that match the tacitness and learnability of organizational work contexts within a unit will have a positive effect on performance.",knowledge management| learning| contingency
1425,,1|Corporate Social and Environmental Responsibility Practices and Performance in Europe,1|Olivier Furrer|Radboud U. Nijmegen||2|Carolyn P. Egri|Simon Fraser U.||3|David A. Ralston|U. of Oklahoma||4|Wade Danis|Georgia State U.||5|Knud Sinding|U. of Southern Denmark||6|Jean-Pascal Gond|HEC Montreal||7|Nicola Berg|U. of Hamburg||8|Mario Molteni|Catholic U. of the Sacred Heart - Milan||9|Tomasz Ochinowski|Warsaw U.||10|Francisco B. Castro|U. of Porto||11|Irina Naoumova|U. of Hartford||12|Amandine Furrer-Perrinjaquet|Unilever||13|Tevfik Dalgic|UTD||14|Frances E Bowen|Queen Mary U. of London||15|Ruth Alas|Estonian Business School||,,"To date, international research has yielded conflicting results regarding the relationship between corporate social responsibility and business outcomes. To address this issue, we investigate the contextual effect of national institutional environments on the relationship between stakeholder-focused corporate responsibility (CR) practices and two measures of business outcomes: financial performance and corporate reputation. Building on institutional theory and instrumental stakeholder theory, we propose that a firms national institutional environment influences the relative salience of certain stakeholder groups, and in doing so, influences which CR practices lead to improved financial performance and corporate reputation. To empirically test our hypotheses, we conducted a survey of 2,230 firms from 16 European countries representing different institutional contexts in terms of socialist legacy, societal governance, and European Union membership status. Hierarchical linear modeling results indicate that these facets of institutional environments have different effects on the implementation of CR practices as well as moderating effects on the relationship between the implementation of CR practices and firms business outcomes. As such, this study contributes to a better understanding of the effect of institutional environments on the outcomes of firms implementation of stakeholder-focused CR practices across countries.",corporate social and environmental responsibility| stakeholders| institutional theory
1425,,2|'Good' and 'Evil':  The Relationship between CSR and Corporate Political Activity,1|Brian Kelleher Richter|Richard Ivey School of Business||,,"To determine if corporate social responsibility (CSR) and corporate political activity are non-market strategies that work as substitutes or complements, I assemble and analyze the largest dataset possible from existing data sources incorporating both types of non-market behavior.  Examining the joint distribution of an index of firms CSR behavior and an indicator of whether or not firms lobby reveals that firms at both the positive and the negative extremes of social responsibility are more likely to have been politically active.  Regressing the CSR index and a measure of lobbying intensity, individually, on Tobins Q allows me to test whether CSR and corporate political activity separately enhance firms value; regressing an interaction between the CSR index and the measure of lobbying intensity on Tobins Q, allows me to test whether they play complementary roles in enhancing firms value.  Higher CSR ratings, more intensive lobbying, and the interaction between CSR rating and lobbying intensity all appear to increase value when comparing firms; however, when each firm is studied over time, only the interaction between CSR rating and lobbying intensity appear to increase firm value.  Taken together this suggests that firms CSR initiatives work as a complement to its political activity rather than a substitutejointly the two types of non-market behavior increase a firms value, while independently each activity is more difficult to reconcile and perhaps may simply be symptomatic of some other inherently unobservable firm-fixed characteristic such as good management.",non-market strategy| corporate political activity| corporate social responsibility
