s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1394,Knowledge|| Passion|| Acquisitions,1|Assessing Knowledge in New Venture Creations,1|Neil Michael Tocher|Idaho State U.||2|Sharon   Oswald|Auburn U.||3|Dianne Hall|Auburn U.||,,"A growing body of research suggests that the most important role of a manager in the global economy is to facilitate the development of knowledge-based competitive advantages.  Aligned with this perspective, entrepreneurship scholars assert that because of tangible resource limitations, a firms knowledge base is likely one of the few avenues whereby new ventures can develop competitive advantage.  Importantly, social resources (social capital and social competence) have been shown to be an important source of critical knowledge for entrepreneurs.  Building on the seminal knowledge processing model of Daft and Lengel (1986) we advance a model for new business ventures which includes the variables of social capital and social competence.  We argue that competitive advantage in new ventures likely comes from properly addressing knowledge gaps and that addressing such gaps is contingent upon the principals social competence and/or social capital.  We further contend that knowledge-based competitive advantages in new ventures likely come from properly addressing equivocal situations.",uncertainty| equivocality| new venture principal
1394,Knowledge|| Passion|| Acquisitions,2|Entrepreneurs Displays of Passion and Employees' Commitment to New Ventures,1|Anja Klaukien|Max Planck Institute of Economics||2|Nicola Breugst|Max Planck Institute of Economics||3|Holger Patzelt|Max Planck Institute of Economics||,,"Entrepreneurial passion is a major driver of entrepreneurial action and venture success. We propose that entrepreneurs displays of passion enhance employees commitment to new ventures and that goal similarity between entrepreneurs and employees moderates this relationship. In a field experiment with 90 new venture employees we show that entrepreneurs displays of passion for inventing, founding, and developing a venture increase employee commitment, and that the effect of passion for inventing and for developing on commitment is further enhanced by similarity in non-financial goals. Our results emphasize entrepreneurs roles as emotional leaders who can impact employees by affective displays.Paper is No Longer Available Online: Please contact the author(s).We extend the well-known occupational choice model of entrepreneurship by analyzing the mode of entry. Individuals can become entrepreneurs by taking over established businesses or starting up new ventures from scratch. We argue that the new venture creation mode is associated with higher levels of  schooling whereas managerial experience, new venture start-up capital requirements and industry-level risk promote the takeover mode. A sample of data on entrepreneurs from the  Netherlands provides broad support for these hypotheses, and also bear out a prediction that entrepreneurs whose parents run a family firm tend to invest the least in schooling. We go on to discuss the implications for researchers, entrepreneurs and public policy- makers.",business takeover| human capital| business startup
1394,Knowledge|| Passion|| Acquisitions,3|The Entrepreneurs Mode of Entry: Business Takeover or New Venture Start?,"1|Simon C Parker|Ivey School of Business||2|Mirjam Van Praag|Amsterdam Center for Entrepreneurship, U. of Amsterdam||",,"We extend the well-known occupational choice model of entrepreneurship by analyzing the mode of entry. Individuals can become entrepreneurs by taking over established businesses or starting up new ventures from scratch. We argue that the new venture creation mode is associated with higher levels of  schooling whereas managerial experience, new venture start-up capital requirements and industry-level risk promote the takeover mode. A sample of data on entrepreneurs from the  Netherlands provides broad support for these hypotheses, and also bear out a prediction that entrepreneurs whose parents run a family firm tend to invest the least in schooling. We go on to discuss the implications for researchers, entrepreneurs and public policy- makers.",business takeover| human capital| business startup
1395,Founding Conditions|| Bricolage|| Complexity,"1|A Complexity Model of Innovation & Entrepreneurship: Context, Mechanisms & Emergence",1|James K. Hazy|Adelphi U.||2|Jeffrey Goldstein|Adelphi U.||3|Joyce Silberstang|Adelphi U.||,,"A complexity science-based model for innovation and the formation of entrepreneurial enterprises is presented. The three components of the model include: 1. representing the evolution of innovation using nonlinear dynamical systems with accompanying parameters and attractors; 2. a cusp catastrophe model of bifurcation or the emergence of a new attractor; 3. the role of emergence in complex systems utilizing recombinatory operations. The model represents the emergence of innovation as an evolving dynamical system governed by the interaction of two parameters. The first parameter is opportunity tension or the degree of coordination and organization on a collective level required to resolve market problems or take advantage of opportunities. The second is informational differences having to do with the accessibility of information via social networks connecting key players in the ecosystem under consideration. At a critical threshold, the social system undergoes bifurcation as extant social components are recombined leading to the generation of novel inventions and organizational forms that can more sufficiently take advantage of the opportunity.",complexity| innovation| entrepreneruship
1395,Founding Conditions|| Bricolage|| Complexity,2|Entrepreneurial Bricolage and Firm Performance: Moderating Effects of Firm Change and Innovativeness,1|Julienne Marie Senyard|Queensland U. of Technology||2|Ted Baker|North Carolina State U.||3|Paul Richard Steffens|Queensland U. of Technology||,,"The behavioral theory of entrepreneurial bricolage attempts to understand what entrepreneurs do when faced with resource constraints. Prior research suggests that bricolage behaviors enable firms to make do through recombining existing resources and may assist in the development of firms that are better able to manage market uncertainties, survive and perhaps even flourish despite resource constraints.  Using a new survey measure we further  theorize and test the moderating effects of  firm strategic change and innovativeness on bricolage and firm performance. Our findings suggest that changes in core elements of the business and degree of innovation reduce the positive effects of bricolage in young firm performance.",bricolage| innovation| firm performance
1395,Founding Conditions|| Bricolage|| Complexity,3|Founding Conditions as a Determinant of the Internationalization of Technology-Based Ventures,1|Dirk Libaers|U. of Missouri-Kansas City||,,"In this paper, I argue that a firms founding context constitutes a set of factors that may explain variations in the internationalization performance of technology-based ventures.  I integrate organizational imprinting and knowledge-based perspectives to predict a non-linear relationship between the growth rate in the domestic market and the timing of internationalization. Moreover the theoretical framework posits that the growth rate of the domestic market at inception, the international business experience of the founding team, and the organizational origin influence the timing, intensity and scope of firm internationalization. The results confirm that founding conditions have a significant impact on firm internationalization.",founding conditions| medical device industry| venture internationalization
1396,Inclusiveness|| Resource Mobility|| Social Proclivity,1|Organizational Mechanisms of Inclusive Growth: A Critical Realist Perspective on Scaling,1|Christian Seelos|IESE Business School||2|Johanna Mair|IESE Business School||,,"We investigate the challenge how the outcomes of innovation for inclusive growth, the novel organizational recipes, can be scaled to match the dimension of poverty. We conceptualize scaling as sustained event regularities between doing A and expected outcomes B.  Building on a critical realist perspective, we develop an analytical framework of organizational closure and apply it to an extreme case, an organization with an inclusive growth model that has sustained event regularities for more than two decades. Our analysis reveals closure as an organizational competence with important implications for achieving scale in the context of poverty. We develop of a number of propositions between the link of organizational closure and scaling with implications for practice and further academic research.",social entrepreneurship| organizational closure| retroduction
1396,Inclusiveness|| Resource Mobility|| Social Proclivity,"2|Social and Economic Proclivity of Social Entrepreneurs: Dimensions, Measurement, and Validation",1|Robin Stevens|U. College Ghent||2|Nathalie Moray|U. College Ghent||,,"Social entrepreneurs are argued to have a dominant social goal, using revenue streams from the market as a means to support their mission. However, the extent to which social entrepreneurs adhere to socially or economically oriented goals is largely treated as a black box. Performing higher order confirmatory factor analysis on a well defined sample of social enterprises (N~270), this paper develops and validates measures for gaining insight in the relative importance of the social and economic proclivity of social entrepreneurs, which are operationalized as aggregated constructs encompassing three conceptual dimensions: work values, organizational identity, and responsibility.",social entrepreneurship| measurement development| social goals
1396,Inclusiveness|| Resource Mobility|| Social Proclivity,3|Evaluating Resource Mobilizing Theory for Social Ventures in Constrained International Environments,1|Geoffrey Desa|San Francisco State U.||,,"The recent global financial crisis re-emphasized an old problem faced by new ventures: How do entrepreneurs mobilize resources in constrained environments? External resource-seeking, the dominant mode suggested by entrepreneurship research often falls short in penurious environments. In contrast, emerging social entrepreneurship research suggests that bricolage is often used for social innovation. Under what conditions do ventures develop through the acquisition of external resources instead of engaging in bricolage? This article presents an integrative framework for resource-mobilization in constrained environments by contrasting the competing logics of resource-dependence theory and the resource-based view. Hypotheses are tested on an international sample of 202 technology social ventures from 45 countries. The results suggest that resource-dependence and the resource-based view are important at different stages of international development. The source of seed financing and the penurious environment in which the social venture is embedded, each have an impact on the process of resource-mobilization.",international| social entrepreneurship| bricolage
1397,Emerging Markets|| Immigrants|| Venture Capital,1|The Internationalization of Emerging Market SMEs: A Triangulation Approach,1|Xiao Zhang|Nanjing U.||2|Xufei Ma|Chinese U. of Hong Kong||3|Yue Wang|U. of New South Wales||,,"This paper integrates the entrepreneurship literature with social capital theory to examine the antecedents to the internationalization of emerging market small and medium-sized enterprises (EMSMEs). Our quantitative study of 117 SMEs in China demonstrates the overall importance of entrepreneurial orientation and the social networks of entrepreneurs in facilitating the SME internationalization efforts, and also reveals that different dimensions of entrepreneurship orientation and different types of social capital exert different levels of influence on specific aspects of firm internationalization. Going beyond the statistical reporting of correlations or lack of correlations, we collect complementary data from comparative case studies and explain the variation between our quantitative findings and the findings of previous research. This combination of quantitative and qualitative work provides a more complete understanding of the impact of entrepreneur orientation and social capital on the internationalization process of EMSMEs.",international entrepreneurship| china| emerging economies
1397,Emerging Markets|| Immigrants|| Venture Capital,"2|Immigrant Status of Entrepreneurs, Early Internationalization, and Firm Survival",1|R. Isil Yavuz|U. of Minnesota||,,"In this paper, I propose that immigrant status of entrepreneurs play an important role in early internationalization and survival of new ventures in high technology industries. Integrating the behavioral theory of the firm with the liabilities of foreignness literature, my theoretical model questions the old assumption that foreignness is a liability, and asserts that highly skilled immigrant entrepreneurs may benefit from their outsider status (i.e. relatively limited knowledge and social embeddedness in their country of adoption) when entering and operating in foreign markets. The model also explicates the mediating roles of new venture resource configuration and sources of financing in the relationship between founders immigrant status and early internationalization. Implications and future research directions are discussed.",high-tech immigrant entrepreneurs| early internationalization| liabilities of foreignness
1397,Emerging Markets|| Immigrants|| Venture Capital,3|Unraveling the Mechanisms of Inward and Outward Investment: Venture Capital Industry Worldwide,1|Qian Gu|National U. of Singapore||2|Jane Lu|National U. of Singapore||,,"We identify inward investment as an important route for outward investment, supplemental to the routes proposed in conventional internationalization frameworks. Incorporating both the spillover and competition effects of foreign entrants, we argue that the inward-outward investment relationship is contingent on different investment modes and different home-host country pairs. Our analysis of venture capital (VC) investments worldwide from 1980 to 2007 finds a dominant positive spillover effect for co-investment and a prevalent negative competition effect for stand-alone investment, with the strongest effects found when the host country is a laggard and the home country a leader in the VC industry.Paper is No Longer Available Online: Please contact the author(s).",
1398,Constraints|| Capabilities,"1|Constraints, Internationalization and Growth: A Cross-Country Analysis of European SMEs",1|Jolanda Hessels|EIM / Erasmus School of Economics||2|Simon C Parker|Ivey School of Business||,,"SMEs face constraints as well as opportunities when they try to grow and move into foreign markets. Using a large sample of data on European SMEs, we analyze the determinants of three of the most pressing constraints facing SMEs - limited consumer demand, restricted access to skilled labor, and onerous government regulations. Our empirical analysis uncovers the impact of these constraints on internationalisation efforts and venture growth. Our findings reveal a complex web of inter-relationships between constraints, internationalisation and growth performance. Implications of the research for SMEs and policy-makers are derived and discussed.",smes| internationalization| constraints
1398,Constraints|| Capabilities,2|Does Fortune Favor the Prepared or the Brave Firm?,1|Lucia Naldi|Jonkoping U.||,,"This study explores how absorptive capacity affects the growth of international small firms. First, it considers the direct effect of internationalization on growth; and, than, it juxtaposes two hypotheses: (1) absorptive capacity moderates the relationship between small firm internationalization and growth; or (2) absorptive capacity mediates the relationship between small firm internationalization and growth.  Longitudinal data from 885 small firms provide support for the direct effect of internationalization on growth and for the mediating role of absorptive capacity.",absorptive capacity| small firms| internationalization
1398,Constraints|| Capabilities,3|Constraint or Catalyst? Organisational Capabilities and Entrepreneurial Internationalisation,1|Erkko Autio|Imperial College Business School||2|Bart Clarysse|Imperial College Business School||,,"We used a rare, 10-year longitudinal data set of technology-based new firms from Belgium to examine how an entrepreneurial firms substantive and dynamic capabilities influence its ability to grow post internationalisation. We found early, proactive internationalisers to be simultaneously advantaged, because of the absence of well-formed substantive capabilities, and disadvantaged, because of the absence of a well-formed transactive memory, which operates as a change capability. The observed differential capability effects of internationalisation on sales growth both reconcile previously reported conflicting results on internationalisation-performance relationship and suggest that the relationship between organisational capabilities and internationalisation is more complex than previously thought.",international entrepreneurship| dynamic capabilities| technology-based firm
1399,Defence Strategy|| Interfirm Rivalry|| Growth Size,1|Entrepreneurs under Attack: Collective Defense Strategies in Emergent Industries,1|Alex B. Bitektine|HEC Montreal||,,"A transformation of a successful innovative business model into a new industry increases ventures visibility and enables stakeholders and competitors to scrutinize and attack the entire new industry. Through a comparative analysis of two emergent industries in Western Canada, this study develops a typology of sequential defense strategies available to entrepreneurs at that stage: (1) keep the profile low; (2) form a trade association; (3) develop industry Code to provide guidelines and member coordination; (4) enforce the Code through self-policing; (5) if everything else fails, invite the government to impose a regulation. The illustrations of application of these strategies are provided.",entrepreneurship| emergent industries| collective strategies
1399,Defence Strategy|| Interfirm Rivalry|| Growth Size,2|Do 'Big Boxes' Evoke 'Big Responses' from Small Retailers?,1|Reg Litz|U. of Manitoba||2|Jeffrey Matthew Pollack|U. of Richmond||,,"What does the Big Box phenomenon mean for small retail incumbents? We examined the competitive responses of 269 small hardware stores located near large format retailers and found partial support for Chens (1996) framework of interfirm rivalry. Market commonality and resource similarity do both directly predict competitive response, though market commonality is a stronger predictor. And, firms with high resource similarity and high market commonality reported significantly increased competitive responses relative to firms with high resource similarity and low market commonality. We offer suggestions for future inquiry into the role that market commonality and resource similarity play in interfirm rivalry.",resource similarity| interfirm rivalry| market commonality
1399,Defence Strategy|| Interfirm Rivalry|| Growth Size,3|Rethinking Growth: Differential Impact of Large Absolute vs. Relative Expansion in De Novo Ventures,1|Terence Ping Ching Fan|Singapore Management U.||,,"By considering how in many industries an augmentation in production capacity is necessary to bring about significant growth in sales or eventual profit, this study adds an important footnote to prevailing theories of firm survival and competitiveness in strategic management. First, it distinguishes between attempts for new ventures to grow their production from the outcome of their expansions. Second, this study delineates the role of large absolute versus relative growths in production and their differential implications on young, de novo ventures: the former being conducive to firm survival while the latter being detrimental to it. This prediction is supported empirically by ten years of archival data from the intra-European passenger airline industry. In particular, many young firms would survive longer over the medium- to long-term if their relative growth is achieved at a lower but more sustainable rate.",de novo new ventures| growth expansion| survival mortality
1400,Simulation|| Construct Validation|| Panel Studies,1|Using Simulation Experiments to Build and Test Entrepreneurship Theories,1|G. Christopher Crawford|U. of Louisville||,,"Management scholars have used computer simulation models to build and test theories for more than forty years. Entrepreneurship scholars, however, maintained their theoretical distance from managements methodologies while pursuing domain legitimacy and distinct research boundaries. As the field matured, senior entrepreneurship scholars broadly called for the use of simulation as a means for developing methodologically rigorous, domain-specific theory. Nevertheless, in a competitive publish-or-perish environment, these calls were not detailed enough to motivate the field to alter the course of their research. This paper provides a primer, an outline, and specific examples of how simulation methods can apply to entrepreneurships current research agenda.",entrepreneurship| simulation| agent-based modeling
1400,Simulation|| Construct Validation|| Panel Studies,2|Organizational Optimism: Construct Validation and Exploratory Analysis,1|Aaron Francis McKenny|Texas Tech U.||2|Jeremy Collin Short|Texas Tech U.||3|G. Tyge Payne|Texas Tech U.||4|Matthew W. Rutherford|Virginia Commonwealth U.||,,"Organizational optimism is an emerging construct with potential linkages to entrepreneurial behavior and venture performance. Unfortunately, measuring optimism in a manner relevant to entrepreneurship scholars has been challenging, limiting our ability to examine potentially fruitful research questions of interest. We build upon psychology research on dispositional optimism and research on organizational culture and identity to develop an organizational-level construct salient to entrepreneurship research. We validate the construct using computer-aided text analysis. To illustrate how future efforts could leverage our measure to address questions of interest in entrepreneurship research, we explore the degree to which organizational optimism is stable over time. To examine criterion-related validity, we compare optimism levels between family/nonfamily businesses and between high-tech/low-tech businesses.",optimism| construct development| construct validation
1400,Simulation|| Construct Validation|| Panel Studies,3|Panel Studies of New Venture Creation: A Review and Suggestions for Future Research,1|Per Davidsson|Queensland U. of Technology||2|Scott Robert Gordon|Queensland U. of Technology||,,"We review all journal articles based on PSED-type research, i.e., longitudinal, empirical studies of large samples of on-going, business start-up efforts.  We conclude that the research stream has yielded interesting findings, sometimes by confirming prior with a less bias-prone methodology and at other times by challenging that prior conclusions are valid for the early stages of venture development. Most importantly, the research has addressed new, process-related research questions that prior research has shunned or been unable to study in a rigorous manner. The research has revealed enormous and fascinating variability of new venture creation that also makes it challenging to arrive at broadly valid generalizations. An analysis of the findings across studies as well as an examination of those studies that have been relatively more successful at explaining outcomes give good guidance regarding what is required in order to achieve strong and credible results. We compile and present such advice to users of existing data sets and designers of new projects in the following areas: Statistically representative and/or theoretically relevant sampling; Level of analysis issues; Dealing with process heterogeneity and other heterogeneity issues, and Choice and interpretation of dependent variables.",nascent entrepreneur| panel studies| new venture
1401,Innovation|| Team Entry|| Heterogeneity,1|Top Management Team Characteristics and New Ventures' Product Innovation,"1|Shaker A. Zahra|U. of Minnesota, Twin Cities||2|Johan Wiklund|Syracuse U.||",,"New ventures are an important source of innovation and technological progress. This study examines the effect of top management teams' (TMTs) key characteristics on the number and radicalness of these ventures' product innovations. Using a longitudinal design to collect data from 109 new ventures, the results show that TMTs alertness, growth orientation, and functional heterogeneity are positively associated with product innovation. These associations are stronger in those ventures with integrated TMTs. TMTs educational heterogeneity, however, is not always significantly associated with product innovation even when the teams are well integrated.",innovation| new venture| teams
1401,Innovation|| Team Entry|| Heterogeneity,2|An Act of Passion: Stakeholder Power Tensions at Play in Team Member Entry.,1|Iris Vanaelst|Vlerick Leuven Gent Management School||,,"In this paper we examine the team member entries over the life of innovative high-tech start-ups. The aim is to better understand the nature of team addition and the drivers behind it. Team entry is looked at through the lens of different theoretical perspectives: agency, resource dependence, institutional, and social network theories. Our analysis revealed that team entry has different drivers depending on the power tensions between the different key stakeholders at play at different stages in the ventures life cycle. As such, the explanatory power of different theoretical perspectives on team entry varies accordingly.",team dynamics| stakeholder power tensions
1401,Innovation|| Team Entry|| Heterogeneity,3|The Effects of Team Heterogeneity and Homophily on Venture Formation: A PSED Study,1|Jianwen Liao|Illinois Institute of Technology||2|Jun Li|U. of New Hampshire||3|William B. Gartner|Clemson U.||,,"This study explores the relationships between new venture team composition and the emergence of new firms, as well as the moderating effects of environmental uncertainty. By integrating the instrumental view and the social view of team composition, we examine team heterogeneity and team homophily of 202 nascent ventures from the Panel Study of Entrepreneurial Dynamics (PSED).  Results from our hierarchical logistic regression models suggest that the likelihood of new venture formation will increase when: 1) resource heterogeneity is high; 2) mixed genders are present; 3) the team is ethnically homogeneous. Additionally, our findings suggest that team heterogeneity and homophily may have differential impact on venture development at different stages. The effects of team homophily on venture formation are stronger when operational uncertainty and financial uncertainty are high.  Future research opportunities are provided.",team composition| venture formation| nascent
1402,Value|| Venture Capital|| Imagination,1|What is an Opportunity Worth? Opportunity Value and the Decision to Venture,1|Lee J. Zane|Drexel U.||2|William Forster|Lehigh U.||,,"What makes an entrepreneur pursue an opportunity when others do not?  We explore the meaning of opportunity value, and suggest a definition as it applies to entrepreneurship. We then investigate the relationship of opportunity value to opportunity pursuit.  This research utilizes both qualitative (semi-structured interviews) and quantitative (survey) methods to investigate the concept that entrepreneurs and non-entrepreneurs focus on different factors in determining the pros and cons of an opportunity.  Our results suggest that entrepreneurs consider more intangible, futuristic, and self-motivational items than non-entrepreneurs.  In addition, entrepreneurs focus more on the potential value that can be obtained through the new venture, while non-entrepreneurs focus more on the items being vacated, the costs.",opportunity pursuit| entrepreneurship| decision-making
1402,Value|| Venture Capital|| Imagination,2|Perspective Taking and the Heterogeneity of the Entrepreneurial Imagination,"1|Jeffery S. McMullen|Indiana U., Bloomington||",,"How do entrepreneurs anticipate others needs and determine whether those others will pay to have their needs alleviated, especially in new markets where customers do not yet exist?  In these instances, how do entrepreneurs determine who to target and how these targets will respond?  Attempts to answer these questions have been made by entrepreneurship theorists in economics and management, who have conceived of entrepreneurship as an act of opportunity recognition, innovation, learning, effectuation, or imagination.  In the rare instances in which demand uncertainty has been addressed, theorists have preferred to discuss opportunity in evolutionary fashion, emphasizing revealed preferences over the difficult subject of anticipated preferences.  Though useful in explaining entrepreneurial response to market demand once a product is introduced, this evolutionary realist approach is less helpful in explaining how entrepreneurs decide to initiate new product development for new markets.  The radical Austrian construct of heterogeneous imagination helps to explain how entrepreneurs generate ideas for new products, but it can also imply social chaos if there is nothing to constrain it.  Why is social order so prevalent if everyone is capable of constantly imagining new possibilities?  To address this theoretical dilemma, I introduce the social psychological construct of perspective taking to the entrepreneurial act of creating new products for new markets.",entrepreneurial agency| perspective taking| empathy
1402,Value|| Venture Capital|| Imagination,3|Entrepreneurial Optimism and Venture Capital Valuations: A Cross-Country Analysis,1|Gary Dushnitsky|London Business School||,,"Optimism is a well-documented entrepreneurial characteristic. To date, the literature has mostly focused on the (erroneous) actions of the individual optimistic entrepreneur, yet, less attention was given to the effect this characteristic has on the interaction between entrepreneurial ventures and prospective resources providers. The following question motivates our study: How does optimism affect entrepreneur-investor interaction and what are the implications to ventures valuations? We conjecture that contingent-pay contracts (e.g., preferred shares) can deter charlatans but may be less effective in screening optimists, thus resulting in an optimism discount. We further conjecture that IPR regime may minimize the discount: an entrepreneur can attract higher valuation by disclosing her invention, but she would do so only when disclosure is not vulnerable to imitation (e.g., if patents are effective). Analyses of a sample of international venture capital investments between 1990 and 2006, using a novel measure of cross-country optimism levels, support our hypotheses. The results advance our understanding of entrepreneurial resource assembly, and particularly the nature of the interactions between entrepreneurs and resources providers.",entrepreneurship| venture capital| optimism
1403,Supply Chain|| Exploration|| Strategic Entrepreneurship,1|Navigating in New Business Domains: Internal Corporate Ventures as Exploratory Vehicles,1|Jeffrey G. Covin|Indiana U.||2|Robert P. Garrett|Oregon State U.||3|Donald F Kuratko|Indiana U.||4|Dean A Shepherd|Indiana U.||,,"The successful launch of internal corporate ventures (ICVs) is contingent upon the extent to which these initiatives are understood and managed as exploratory vehicles.  Aimed at clarifying the process requirements associated with successful exploration, the current research tests a model of ICV performance based on data collected from 145 ICVs within 72 firms.  Results indicate that ICV performance is explained by the conjoint consideration of a ventures goal clarity, learning capability, and the evolution of its value proposition.  Further, the parent corporations familiarity with the ventures targeted market affects relationships between the aforementioned variables and ICV performance.",internal corporate ventures| corporate entrepreneurship| exploration/exploitation
1403,Supply Chain|| Exploration|| Strategic Entrepreneurship,"2|Corporate Entrepreneurship, Innovation and Supply Chain Integration",1|Denise R. Dunlap-Hinkler|Northeastern U.||2|Ronaldo C. Parente|Rutgers U.||,,"An organizations response to ever-increasing levels of industry change, global competition and flux determines its long-term survival and competitive advantage.  Effective functioning of supply chains and organizational learning are hallmarks of firms that are better positioned to thrive in dynamic and global environments, while new product introductions are important contributors to corporate entrepreneurship (breakthrough and incremental innovations).  We propose a framework relating these concepts and empirically examine the impact of supply chain integration and organizational learning on the pace of corporate entrepreneurship using a bi-variate negative binomial model.  We found that supply chain integration and organizational learning each had a positive impact on the development of incremental and breakthrough innovations.  Specifically, we found that there were two distinctive business strategies among the entrepreneurial companies (small to larger sized firms) that we studied in the global automotive industry.   We interviewed managers and executives from multiple countries working in one of the biggest emerging markets, Brazil.  Some firms achieved higher levels of corporate entrepreneurship by focusing on their supply chain, while others did so by focusing more on organizational learning.  Our results suggest that it may be difficult for corporate entrepreneurs to focus on both strategies simultaneously.",corporate entrepreneurship| organizational learning| breakthrough and incremental innovation
1404,Small and Large Firms|| Reputation|| Alliance Depth,1|Small Firm-Large Firm Alliance Dynamics: A Story of David and Goliath Retold,1|Gautam Kasthurirangan|Independent||,,"The research study investigates the conditions under which alliances with large firm create value for the small firm. Using a resource dependency perspective, it is hypothesized that high power differences between the alliance partners may create instabilities in the alliance, negatively affecting the value which the small firm may gain from the alliance operations. On the other hand, it is argued the degree of mutual interdependence between the partners fosters an atmosphere of cohesion, trust and information exchange positively affecting the value which the small firm may gain from their alliance operations. Data is tested on 142 small firm-large firm alliances in the biotechnology industry. The results suggest that high power differences between the alliance partners negatively affect the value which the small firm may gain from the alliance operations. The results also suggest that small firms were able to overcome the problem of their power handicap when they established repeat alliances and when firms established coalitions or multi-partner alliances. Finally, the study offers implications to small firm managers to be extremely cautious and prudent when they establish alliances with larger firms.",entreprenurial alliance| power| appropriation
1404,Small and Large Firms|| Reputation|| Alliance Depth,2|Partner Reputation and its Effect on Resource Acquisition in Entrepreneurial Companies,1|Tom R. Vanacker|Ghent U.||,,"I study how two distinct dimensions of partner reputation, perceived quality and prominence, influence the mobilization of human and financial resources within entrepreneurial companies. Using a six-wave longitudinal research design and a random coefficient modeling approach, I track growth in employment and financial capital raised within 94 companies that initiate investment relationships with venture capital firms. Findings demonstrate how venture capital firm prominence allows portfolio companies to mobilize more human resources, while venture capital firm perceived quality plays a significant role in the mobilization of financial resources in portfolio companies",reputation| venture capital| resources
1404,Small and Large Firms|| Reputation|| Alliance Depth,"3|David Partnering with Goliath: Alliance Depth, Product Development and Entrepreneurial Success",1|Manpreet Hora|Georgia Institute of Technology||2|Dev K. Dutta|U. of New Hampshire||,,"Entrepreneurial start-up firms are aplenty in the biotech industry. Broadly, these biotech firms possess competency in the initial discovery stage of the lengthy and complex drug-development cycle. For the remaining downstream stages of product development, the biotech firms form strategic alliances. We examine alliances between biotech firms and pharmaceutical players and the association with entrepreneurial success. Specifically, we focus on two aspects of entrepreneurial behavior in alliances: depth (or multiple alliances with the same pharmaceutical player) and operating with a product development orientation (or having multiple partnerships within an alliance, focusing on not just R&D but also production, marketing, and distribution activities). Employing regression analysis on a full sample of 1408 biotech firms and re-running the analysis on a sub-sample of 395 publicly listed firms, we find that depth depicts an inverted U-shape relationship with the likelihood of entrepreneurial success. Moreover, entrepreneurial success is higher for biotech firms that operate with a product development orientation.",alliances| entrepreneurial success| biotech industry
1405,Innovation|| Instability|| Districts,1|Regional Innovation and Entrepreneurial Capabilities as Drivers of Economic Growth,1|Jose L. Gonzalez-Pernia|Orkestra - Basque Institute of Competitiveness||2|Inaki Pena-Legazkue|Orkestra - Basque Institute of Competitiveness||3|Ferran Vendrell-Herrero|Orkestra - Basque Institute of Competitiveness||,,"The capability to innovate and to create new firms differs across regions.  Our study is an attempt to test the extent to which both innovation and entrepreneurial regional capabilities influence economic growth.  Using data from seventeen Spanish regions for the 2000-2004 period, our results show that a higher capacity of a territory, not only to innovate, but also to generate new firms, influences positively the level of regional productivity. This finding supports the belief that innovation per se is a necessary, but not a sufficient, condition for regional economic development.",entrepreneurial activity| productivity| regional competitiviness
1405,Innovation|| Instability|| Districts,2|New Ventures Alliance Network Structure in Regional Sustainability of Entrepreneurial Activity,1|Mike Provance|Old Dominion U.||2|Elias Carayannis|GWU-George Washington U.||3|Nathaniel Givens|U. of Michigan||,,"We explore heterogeneity in the formation trajectories of new ventures within regions using a simulation methodology. Drawing upon work on entrepreneurial action, we examine the roles of knowledge acquisition and transformation in new venture formation. A model of entrepreneurial knowledge production in competition with incumbent firm innovation processes is examined through simulation. The study shows that new ventures networks exhibit a negative, non-linear effect on regional abilities to stimulate entrepreneurship. The results of the simulation study provide evidence for the role of new venture formation heterogeneity and the need for new forms of entrepreneurial support for emerging ventures in order to create robust regional competitiveness.",new venture| networks| simulation
1405,Innovation|| Instability|| Districts,3|Enriching Strategic Variety in New Ventures through External Knowledge,1|Barbara Larraneta|U. Pablo de Olavide||2|Jose Luis Galan|U. of Seville||,,"This study describes the creation of variety at the business level strategy in new ventures, as a tool to build distinctiveness and novelty through experimentation.  An empirical study of 140 Spanish new ventures, located in seven different regions, revealed that new ventures can enrich their strategic variety by establishing diverse processes for the steady acquisition of external knowledge and by operating in areas with novel external knowledge. Yet, the degree of social development in the area where new ventures are located influences the link between the acquisition of external knowledge and variety, stressing new ventures vulnerability towards their local areas.",strategic variety| new ventures| knowledge
1406,Serial Entrepreneurs|| Exit Experience,1|Learning from Entrepreneurial Experience,1|Chuck Eesley|Stanford U.||2|Edward B. Roberts|Massachusetts Institute of Technology||,,"In this paper, we explore whether individuals transfer learning from prior entrepreneurial experiences when they found new firms. We use novel survey data from entrepreneurs to examine performance of startup firms as a measure of outcomes produced by knowledge acquired from prior founding experience. Results indicate substantial performance benefits accruing from even small sets of prior entrepreneurial experience. The paper indicates areas where entrepreneurs show possible learning effects, such as the inclination and/or ability to more quickly go through the entire process of starting a firm, developing it, executing the exit strategy, and recognizing and initiating a new opportunity.",organizational learning| entrepreneurship| vicarious learning
