s_id,s_search,p_title,p_author,p_award,p_abstract,p_search
1482,,3|Does Co-Location Accelerate FDI Knowledge Outflows? The Role of Subsidiaries' Technology Sourcing,1|Alessandra Perri|U. Carlos III de Madrid||2|Raffaele Oriani|Luiss Guido Carli U.||3|Francesco Rullani|Luiss Guido Carli U.||,,"Despite the strategic importance of the knowledge outflows from FDI for local firms competitiveness, no study has focused on the speed at which this phenomenon takes place. However, this issue is crucial since the speed at which firms absorb external knowledge influences the time they need to carry out subsequent innovations, their ability to adapt to external changes and enter new markets, thus ultimately affecting their chances to achieve a competitive advantage. This paper tries to fill this gap, by investigating the temporal patterns of knowledge outflows between foreign subsidiaries and firms located in host-regions. Combining International Business literature with insights on Innovation Strategy, we provide evidence on the timing of this phenomenon, and discuss the role played by multinational firms technology sourcing strategies.",knowledge outflows| appropriation| speed
1482,,4|Revisiting FDI Spillover: A Dynamic Approach,"1|Shengsheng Huang|U. of Houston, Victoria||2|Minghong Lu|Independent Researcher||",,"Free from dynamics, no distinct treatment between actual diffusion- or competition-related effects, and the lack of sufficient focus on firm capabilities are three significant limitations in previous studies on FDI (foreign direct investment) spillover in developing countries. This theory paper reconceptualizes the conventional structure of reasoning and develops a dynamic framework to theorize the process of foreign-indigenous interaction.",spillover| fdi| technology
1483,,1|CEO characteristics and corporate entrepreneurship: Evidence from China,1|Li-Qun Wei|Hong Kong Baptist U.||2|Yan Ling|George Mason U.||,,"Recognizing the uniqueness and importance of the role of CEO in top management, the influence of CEO background and characteristics on corporate entrepreneurship is examined in this study. Drawing from the upper echelon and institutional perspectives, CEOs!- appointment background, prior experience, and network ties are tested as the determinants of an important type of organizational behavior""Ccorporate entrepreneurship--in the context of China. We found that Chinese firms with CEOs who were publicly recruited, who had stronger ties with the government and with the entities outside the industry undertook higher levels of corporate entrepreneurship. Moreover, the effects of some CEO characteristics on corporate entrepreneurship were stronger when the CEOs had greater managerial discretion.",corporate entrepreneurship| ceo characteristics| china
1483,,2|The role of executives' formative-years international experience in foreign acquisition decisions,1|Dorota Piaskowska|U. College Dublin||2|Grzegorz Trojanowski|U. of Exeter||,,"This study examined how top management teams (TMT) international orientation influences perceptions of environmental uncertainty and how these perceptions impact international strategic decisions, in particular regarding ownership stakes taken in foreign acquisitions. We highlighted the need for the concept of TMT international orientation to encompass executives formative-years international experiences along with their international career experiences and nationalities. Empirical tests based on a sample of 2122 international acquisitions completed by 561 UK firms over the period of 1999-2008 showed that TMT international orientation positively moderated the negative impact of cultural differences and host country risk on acquisition ownership stakes. The results underscored the importance of considering decision-makers attributes due to their experiences at a young age, beyond their demographic characteristics or professional experience, in the context of international strategic choices. We also discussed some implications of one of the possible consequences of executives formative international experience, namely biculturalism, for international business.",foreign acquisitions| tmt international orientation| uncertainty
1483,,3|Top Management Team Effects on Subsidiary Performance,1|Rebecca Mitchell|U. of Newcastle||2|Stephen Nicholas|U. of Newcastle||3|Brendan Boyle|U. of Newcastle||,,"Understanding the factors that affect MNC subsidiary performance is an issue of increasing importance in international business and strategic research. This paper addresses the influence of the subsidiary top management team (STMT) characteristics on the strategic orientation of MNC subsidiaries. By modelling the antecedent effect of STMT composition, decision comprehensiveness and autonomy, we endeavour to provide a more complete understanding of how subsidiary managerial teams influence proactive strategic orientation. We also investigate the role of STMT managerial ties as a mediating factor explaining the impact of proactive orientation. Based on survey data from 107 Chinese subsidiaries, our data confirms a series of sequential mediation pathways within a comprehensive model of STMT effect on performance.",subsidiary| top mnagaement team| strategic orientation
1483,,"4|Corporate Strategy, attention to subsidiaries, and the dilution of attention",1|Mehdi Hossein Nejad|Richard Ivey School of Business||,,"I examine how corporate diversification strategies at the parent firm level influence the amount of attention directed towards international subsidiaries. Using a sample of over 11000 Japanese subsidiaries around the world I show that with higher levels of diversification, there is a decline in attention to subsidiaries. Additionally, I show how geographic distance and the extent of host-country presence moderate (dilute) this relationship. The results support some of the main arguments in the attention based view of the firm by showing how organizational and environmental factors shape the pattern of attention to subsidiaries. Implications for research and practice are discussed.",attention to subsidiaries| dilution of attention| international business
1484,,1|Alliance Network as a Signal for Foreign Partners,"1|Weilei (Stone) Shi|Baruch College||2|Brian Campbell Pinkham|U. of Texas, Dallas||",,"Partner selection is a critical issue in international joint ventures (IJVs). We argue that foreign firms are more likely to select local firms with unique network structural advantages within a local alliance network. We identify two network attributescentrality and structural holesas distinct network signals. We suggest that network centrality acts as a stronger signal than structural holes in attracting foreign IJV partners. However, such a relationship may be moderated by foreign firms local experience and perceived capabilities. We contend that under certain conditions, foreign firms prefer a local broker over a centrally located local firm. Data on the domestic alliance network in Chinas electronic and information technology industries largely support our hypotheses.",signals| alliance networks| international joint ventures (ijv)
1484,,2|Information Asymmetry and Partner Selection in International Alliances,"1|Amol M. Joshi|U. of Hawaii-Manoa||2|Nandini Lahiri|U. of North Carolina, Chapel Hill||",,"We extend prior research on intra-firm language barriers by investigating inter-firm language barriers in cross-border alliances. Integrating concepts from sociolinguistics and information economics, we posit that language barriers between potential partners exacerbate information asymmetries, while market signals of the commercial value of a partners knowledge counteract these asymmetries. To test these ideas, we quantify language barriers using a distance measure of linguistic differences and we analyze data on semiconductor alliances during 1988-2001. Controlling for cultural, geographical, and technological distances, our empirical results suggest that firms overcome large language distances by relying on market signals of a prospective partner's level of disclosure, stock of knowledge, and degree of specialization. Stronger signals significantly dampen the negative impact of language distance on the chances of forming an alliance.",alliances| partner selection| language
1484,,3|Resource Dependence And Practice Standardization In Cross-Border Alliances,"1|Jun Xia|West Virginia U.||2|Marshall Shibing Jiang|Brock U.||3|Sali Li|U. of Wisconsin, Milwaukee||4|Preet S Aulakh|York U.||",,"This study examines the relationship between power dependence and practice standardization, which remains largely unexplored in the standardization-adaptation literature. Existing studies have focused largely on the power advantage of MNCs, but ignored that of local firms. Drawing on resource dependence theory, we argue that the power dependence relationship of multinational corporations (MNCs) and local firms in their respective dyads affect MNCs cross-border practice standardization. The results show that MNC ownership and the importance of MNCs resource to the local firm in formed alliances both drive MNCs practice standardization. In contrast, local firms with established relationships with multiple other MNCs in the home country are able to maintain their autonomy and accordingly MNCs may adapt their practices.",resource dependence theory| practice standardization| alliances
1484,,4|International Joint Venture Equity Ownership Change:Frequency and Directional Reversals,"1|Akie Iriyama|State U. of New York, Buffalo||2|Weilei (Stone) Shi|Baruch College||3|John E Prescott|U. of Pittsburgh||",,"Changes in equity ownership between international joint venture (IJV) partners over an IJV life-course represent important relational dynamics.  We examine each occurrence of equity ownership change for two salient temporal properties: frequency (how often ownership change occurs) and directional reversal (when a partner buys and then sells, or vice versa, equity shares from another partner).  Building on the social exchange perspective, we propose that initial equity imbalance between the partners and a partners countrys collectivist culture has an imprinting effect on the likelihood of ownership change for both temporal properties.  We developed a data set consisting of all equity changes in 200 Japanese automotive suppliers IJVs and found support for our hypotheses.  Our findings contribute to IJV research by shedding light on temporal aspects of equity ownership change over an IJVs life course as well as the underlying exchange dynamics and the stability of alliance equity ownership distribution among alliance partners.",international joint venture| equity ownership change| social exchange perspective
1485,,1|Pay-Performance Contracting for Chinese Top Management,"1|James J Cordeiro|State U. of New York, Brockport||2|Lerong He|State U. of New York, Brockport||3|Shaw Tara|Indian Institute of Management||",,"We provide evidence on the use and weighting of accounting versus stock market performance measures in Chinese top managers compensation contracts. We theorize and find that  (a) accounting returns are weighted more heavily in general than stock returns in determining top management compensation due to their relatively greater informativeness in the Chinese context, but that, (b)  there is an  increasing reliance on stock returns over time (c) the weighting on accounting returns as well as stock returns is negatively associated with the noise associated with these individual performance measures, (d)  state-owned enterprises (SOEs) rely significantly less on stock market returns than do non-SOEs, (e ) firms located in high marketisation areas rely more heavily on stock market returns to reward managers. We discuss our findings with particular reference to the Chinese context of our research.",top management compensation| china| performance measures
1485,,2|The drivers of international corporate entrepreneurship: CEO incentive and CEO monitoring mechanisms,1|Yu-Kai Wang|Soochow U.||2|Chris Changwha Chung|Korea U.||,,"The international corporate entrepreneurial activities of a firm have not received the attention they deserve. In this study, we define international corporate entrepreneurial activity as the establishment of new foreign subsidiaries, whose product lines are beyond the spectrum of the existing product lines in the firm!|s home markets and their locations are beyond the spectrum of the existing host countries. From the perspective of the Chief Executive Officer (CEO) at the headquarters, these activities are associated with high risk and long-term payoff. Thus, the CEOs may not favor these activities, although these may result in new capabilities, serving not only local markets but also the parent firm and sister subsidiaries. Drawing upon agency theory, we argue that CEO incentive alignment and CEO monitoring mechanisms are two mechanisms that can stimulate the firm!|s international corporate entrepreneurial activities. Using a panel dataset from 277 U.S. based manufacturing firms, with 978 observations from 2003 to 2009, we found that CEO long-term compensation ratio, independent board leadership, and outside director ratio, were positively related to internationalcorporate entrepreneurial activity, while the relationship between CEO share value and international entrepreneurial activity was an inverted-U shape.",international entrepreneurial activities| agency theory| ceo incentive alignment and ceo monitoring mechanisms
1485,,3|Towards an institutional theory of managerial power on CEO compensation: an international test,1|Jordan Otten|RSM Erasmus U.||2|Edward Carberry|Erasmus U. Rotterdam||3|Marc van Essen|U. Utrecht School of Economics||4|Hans Van Oosterhout|Erasmus U. Rotterdam||,,"This paper develops a multilevel, cross-national theory of the role of managerial power in influencing CEO compensation. Although a growing body of work has examined the effects of managerial power on CEO pay in the U.S. context, managerial power theory remains mostly untested in other countries. To analyze its potential to explain variation in CEO compensation levels globally, we hypothesize how power at the firm level can influence CEO compensation and how national level institutions can enable or constrain managerial power, and how interaction of these two types of mechanisms can influence managerial power and ultimately CEO pay. We test our hypotheses on a dataset of 1,413 CEO pay packages in 19 countries between the years 2001 to2006. Our findings provide strong support for a broadened, cross-national theory of managerial power in which executives derive significant power at both firm-level and national-level to influence compensation arrangements in their favor.",executive compensation| managerial power theory| international comparison
1485,,4|A Contingency Analysis on Shareholder Involvement in CEO pay: Evidence from the French Case,1|Dong Kwan Jung|College of Business Administration/Hankuk U. of Foreign Studies||,,"Mixed and inconclusive results have been found in empirical studies on shareholder involvement on US CEO compensation. In this study, I use a simple contingency theory assuming the preference of institutional investors towards CEO pay may not be static. I argue that institutional investors would compare the risk of insufficient link between pay and performance and the risk of excessive pay. Drawing on this perspective, I seek to disentangle two competing explanations on shareholder involvement in CEO pay by using the French case where excessive CEO pay is a more serious problem in the study period (between 2001 and 2007) thereby enabling me to predict the preference of institutional investors. I also assume monitoring role played by institutional investors varies according to their types. The empirical findings support my hypotheses. First, there is a negative association between the presence of hedge funds and total CEO pay, whereas this relation is not replicated for foreign institutional investors as a whole, suggesting weak monitoring role played by institutional investors other than hedge funds. Second, only hedge funds are negatively related to the faction of compensation paid in equity and the pay-for-performance sensitivity of CEO pay.",institutional investors| ceo compensation| pay-for-performance sensitivity
1486,,1|Country Relatedness And International Coherence,1|Sokol Celo|Suffolk U.||2|Aya S. Chacar|Florida International U.||,1|Fundacao Dom Cabral Best Paper in International Strategy Finalist||,"The conventional approach in international business research is to consider and/or compute country distance as independent of individual and firm actions. Borrowing from Teece et. al. (1994), we propose in this paper an alternative approach that relies on survivor data culled from the very actions of these individuals and/or firms to compute country relatedness, the inverse of distance.  We then focus on country relatedness for investment decisions, defined as the degree to which there are economies to joint operations and/or ownership in these countries by a multinational enterprise (MNE). To test the predictive validity of country relatedness for investment decisions, we hypothesize that MNEs characterized by high levels of international coherence, the degree to which they operate in related countries, will have a superior performance. Our empirical test starts by computing country relatedness for 24,000 country pairs, using investment data for the full sample of 20,000 public MNEs worldwide. We then measure international coherence for a sample of 1,000 U.S. MNEs and find support for our hypothesis and the validity of the measures proposed.",country relatedness| international investments| country distance
1486,,2|Distance to what? A New perspective on how to assess distance in internationalization research,1|Thomas Hutzschenreuter|WHU - Otto Beisheim School of Management||2|Ingo Ralf Kleindienst|WHU - Otto Beisheim School of Management||3|Sandra Lange|WHU - Otto Beisheim School of Management||,,"In this study we offer a new perspective on the distance concept by raising awareness to the fundamental role of the reference point in determining distance. We question the IB fields consistent use of the home country reference point and offer theoretically inferred alternative reference points. Specifically, drawing on insights from the organizational learning and MNE knowledge transfer literatures, we reason that a focal unit entering a new context may actually rely on knowledge sources other than the home country in order to narrow the knowledge gap in the new context. We illustrate the differences in distances resulting from the use of alternative reference points by means of several exemplary cases. Finally, the implications for distance-related research are discussed.Paper is No Longer Available Online: Please contact the author(s).Previous studies have shown that multimarket contact plays an important role in the location strategy of firms, but we still lack understanding of how the complexity of competing both in product and national markets may affect the decision of firms to locate a plant in a host country. While we build our arguments on the mutual forbearance effect of multimarket contact and predict that multinational and multiproduct market contacts deter firmsf decision to locate a plant in a host country, we highlight how this effect may be altered when the cognitive capabilities of firms and their managers are considered. Our analysis of Japanese auto parts-makersf plant location strategy shows that in general only multinational market contact results in mutual forbearance, and large and small firms employ different heuristics to cope with the complexity of competition in multiple product and national markets.",multimarket contact| location strategy| foreign direct investment
1486,,3|Too many to handle:The impact of competition in multiple markets on plant location,1|Lailani Laynesa Alcantara|Ritsumeikan Asia Pacific U.||2|Hitoshi Mitsuhashi|Keio U.||,,"Previous studies have shown that multimarket contact plays an important role in the location strategy of firms, but we still lack understanding of how the complexity of competing both in product and national markets may affect the decision of firms to locate a plant in a host country. While we build our arguments on the mutual forbearance effect of multimarket contact and predict that multinational and multiproduct market contacts deter firmsf decision to locate a plant in a host country, we highlight how this effect may be altered when the cognitive capabilities of firms and their managers are considered. Our analysis of Japanese auto parts-makersf plant location strategy shows that in general only multinational market contact results in mutual forbearance, and large and small firms employ different heuristics to cope with the complexity of competition in multiple product and national markets.",multimarket contact| location strategy| foreign direct investment
1486,,4|Performance effects of divesting foreign production affiliates: A network perspective,1|Miriam Zschoche|WHU - Otto Beisheim School of Management||,,"The goal of this study is to examine the performance effects of a multinational corporations decision to divest foreign affiliates that are part of an international production network. Building on the concept of operational flexibility, we expect that the benefits of divesting unprofitable production locations will not suffice to outweigh the associated costs in the short-run. This leads to an immediate decline in performance of the remaining network. If divestments, however, cause efficiency gains due to more favorable labor cost conditions and a higher potential to exploit cost differentials across the remaining locations, the negative performance effects are less pronounced. The panel analysis of 631 foreign production networks maintained by German manufacturing firms supports our hypotheses.Paper is No Longer Available Online: Please contact the author(s).",
1487,,"1|Agglomeration, Entry and the Liability of Foreignness",1|Anna Lamin|Northeastern U.||2|Grigorios Livanis|Northeastern U.||,,"Foreign entrants suffer from a liability of foreignness, influencing their location choices and leading them to prefer clusters with other firms.  However, prior research only examines foreign entrants, while the liability of foreignness implies that these entrants would be more strongly attracted to clusters of firms than domestic firms.  We compare the location choices of 437 foreign and domestic entrants in India during 2005-2009 and find that domestic firms exhibit a stronger preference than foreign ones for these city clusters.  This suggests that foreign entrants may not suffer from a liability of foreignness, anymore so than domestic entrants.",liability of foreignness| economic geography| emerging economies
1487,,2|Ethnic Ties vs. Agglomeration Density: Demystifying Multi-cluster Location Choices of Emerging MNCs,"1|Amit Karna|EBS Business School||2|Rajesh S Upadhyayula|Indian Institute of Management, Kozhikode||3|D Karthik|Indian Institute of Management, Ahmedabad||",,"We investigate the multi-cluster location choices of emerging MNCs in order to improve understanding of their spatial expansion. Using the data of 99 firms from the Indian service offshoring sector, we find that ethnic ties and agglomeration density play a significant role in the multi-cluster location choice of firms. The absence of ethnic ties was also found to be a key driver of multi-cluster presence, and it was observed that firms with low levels of competition in their primary cluster moved towards a multi-cluster presence. We also find differences in behavior of multi-locating firms in both evolved and emerging clusters.",multi-cluster presence| ethnic ties| agglomeration density
1487,,3|A Network-based Theory of International Agglomeration and Foreign Entry Performance,1|Jing'an Tang|Sacred Heart U.||,,"Drawing upon theories of agglomeration economics, institutional ecology and social networks, we develop a network-based theory of international agglomeration and foreign market entry performance. An international agglomeration is defined as, a foreign peer network (FPN), formed by a group of foreign subsidiaries that have the same country of origin and operate same or similar businesses within a common geographic boundary in the host country. We propose that driven by the interplay among institutional, social and economic forces, an FPN develops through four stages in the host country and such development stages partly explain variations in foreign entry performance.",international agglomeration| foreign peer network| foreign entry
1488,,1|Institutions of Economic Governance and Corporate Governance: An Earnings Redistribution Analysis,"1|Anish Sugathan|Indian Institute of Management, Bangalore||2|Rejie George|Indian Institute of Management, Bangalore||",,"In our study we use the conceptualization of institutions of economic governance as a holistic approach to investigate the linkage between country-level institutional characteristics and firm-level corporate governance outcomes. We select the phenomenon of international earnings redistribution as an empirical context to investigate the linkage between institutions and corporate governance. Segregating country-level economic governance into institutions of property rights, contracting and collective action, we separately investigate the influence of home and host-country governance characteristics on the extent of international earnings redistribution. For the empirical study, we construct a unique panel of firm-level micro data representing 24 different ownership home-countries operating in India as the host-country for the period 2001-2010. We employ a recently developed methodology to estimate extent of earnings redistribution by isolating the focal firms sensitivity to exogenous industry level earnings shock. Using this method we obtain an estimate of elasticity of earnings redistribution that is comparable with prior research findings using alternate methods. We find that institutions of property rights and contracting in the home and host-country positively influences earnings outflow. However, the institutions of collective action and monitoring significantly deters earnings outflow from the host country.  Our research complements and extends prior work in the field of comparative corporate governance and international business, primarily by proposing an integrative institutional approach and examining the same in a novel empirical context.",governance institutions| corporate governance| international earnings redistribution
1488,,2|Do Islamic Banks Engage in Less Earnings Management?,1|Majdi Anwar Quttainah|Rensselaer Polytechnic Institute||,,"Using a sample of Islamic Banks and their matched commercial Banks in 11 countries, I find that first; Islamic Banks are less likely to conduct earnings management as measured by both earnings loss avoidance and abnormal loan loss provisions. Second, there is a significantly different earnings management behavior between Islamic Banks with and without Shariah Supervisory Boards. Third, several Shariah Supervisory Board characteristics, such as board size and the presence of board members from Auditing Organization for Islamic Financial Intuitions, are important determinants of the earnings management for Islamic Banks who have Shariah Supervisory Boards.",corporate governance| earnings management| islamic bank & shari'ah
1488,,3|An International Multilevel Analysis of Financial Innovation: How Economic Freedom Matters?,1|Yiyi Su|Tongji U.||,,"This study adopts an interdisciplinary perspective and studies the multilevel determinants of financial innovation: national demand, product strategy and performance feedback. Given that financial innovation is highly susceptible to institutions, we argue that the antecedences of financial innovation must be understood in different national contexts. Empirically, we employed a unique longitudinal dataset of derivative exchanges across 40 countries from 1995 to 2010. The econometric evidence provided some support for the hypotheses advanced in conventional innovation research. More importantly, the relationships between financial innovation and the three sets of determinants are significantly moderated by economic freedom of national institutions.",financial innovation| national institutions| economic freedom
1488,,4|Cultural Influence on Adoptions of Corporate Governance Best Practices Based on Agency Theory,1|Marcos Citeli|IESE Business School||,,"In this article I develop and test hypotheses stating that the level of adherence to corporate governance recommendations based on agency theory reasoning depends, despite pressure for isomorphism, on countrys culture. Multivariate regression analysis on available data partially supports the model. Countries low on individualism, high on uncertainty avoidance, and low on isomorphic pressure tend to have less degree of adoption. However, masculinity and power distance were not statistically significant.",agency theory| culture| corporate governance
1489,,1|Connecting poverty to purchase decisions: Creating value with the base-of-the-pyramid,1|Ted London|U. of Michigan||2|Heather Esper|U. of Michigan||3|Andrew Grogan-Kaylor|U. of Michigan||,,"The base of the pyramid (BoP) literature on mutual value creation suggests theoretical reasons for why the BoP should be customers, but has not yet empirically explored why some would choose not to become customers.  Using a unique data set collected from the BoP, this study provides the first large-scale, survey-based quantitative evaluation of the way in which three dimensions of poverty  economic, capability, and relationship well-being  are related to the likelihood of purchasing a product.  The results highlight the contingent association of different poverty dimensions on purchase decisions.  Additional analysis demonstrates that this association also varies by income level.  Together, these findings demonstrate the importance of developing a more robust BoP theory of mutual value creation grounded in a multi-dimensional view of poverty.",base of the pyramid| poverty alleviation| contingent value creation
1489,,2|Competitive Dynamics between MNCs and Domestic Companies at the BoP: An Institutional Perspective,"1|Federica Angeli|Maastricht U.||2|Anand Jaiswal|Indian Institute of Management, Ahmedabad||",1|IM Division Gustavson School of Business Award for the Best Qualitative Paper in International Business Finalist||,"This article investigates the factors underpinning the competitive dynamics between multi-national corporations (MNCs) and domestic companies in base of the pyramid (BoP) markets. We analyze the case of a multi-domestic MNC, Hindustan Unilever, facing the competition of two small domestic companies in the Indian shampoo and detergent segments, Nirma and CavinKare. Our findings highlight a fundamental rigidity of Hindustan Unilever. By using institutional theory as our interpretative lens, we ascribe this rigidity to the overlap of institutional domains faced by the MNCs subunit, at two levels: 1. the constant search for legitimacy in both the host country domain and within the MNC, which requires the concurrent adherence to local policies and to practices institutionalized within the MNC; 2. the simultaneous pursuit of legitimacy in both low- and high-income markets, which requires non-consistent actions to conform to cognitively distant social groups.  Building on previous work, we label these dynamics as institutional dualism. This work advances the current understanding of strategic behavior in BoP markets. Further, it contributes to international business literature by providing new theoretical and empirical depth to the concept of institutional dualism, which emerges as a potential liability for MNCs competing in highly idiosyncratic foreign markets.",bop| mncs| competition
1489,,"3|Microfinance, Gender And Poverty Alleviation: Why Does Context Matter?",1|Dirk Michael Boehe|Insper Institute of Education and Research||2|Luciano Barin Cruz|HEC Montreal||,,"This paper investigates under which contextual circumstances female membership in microfinance institutions (MFI) improves MFI performance through debt repayment. Specifically, this paper theorizes that female membership in microfinance institutions (MFIs) improves the MFIs performance through enhanced debt repayment, especially under adverse institutional (cognitive and regulative) and socio-economic (poverty) conditions. We draw upon unique data covering 24 microfinance projects in African, Latin American and Asian countries. Data are provided by Desjardins International Development (DID), a Canadian organization whose mission is to develop autonomous cooperative MFIs in developing countries to alleviate poverty. This study has implications for microfinance literature in that it challenges the widely held assumption that female participation has a positive effect on MFI performance under all circumstances, and it simultaneously contributes to international business literatures by showing how different institutional profiles influence relationship-based exchange in developing and transition economies.",institutions| developing countries| relationship-based exchange
1489,,4|Exploring Technology Diffusion in Base of Pyramid markets  Evidence from Solar Home Systems,1|Christian Friebe|EBS Business School||2|Paschen von Flotow|EBS Business School||3|Florian A. Taube|EBS Business School||,,"One of the key challenges of energy access in emerging markets and developing countries is how to reach households and communities at the Base of the Pyramid (BoP) that will most probably not benefit from a grid connection in the medium and long term or that are connected to the grid, but suffer from regular blackouts. While policy makers and development agencies try to approach this issue with various programs some private sector organizations manage to deliver electricity on a market basis either as commercial or as social business. These organizations are successful as they offer unique combinations of products and services such as maintenance and finance. By analyzing the case of Solar Home Systems, this study is one of the first attempts to quantify four different Product Service Systems (PSS). More specifically, we investigated the preferences of decision-makers in this sector across several countries. We found Cash, Credit, Leasing and Fee for Service to be suitable under certain conditions. However, all PSS share that one year of maintenance or even more, as well as customer support in financing their new asset, are key to success. Moreover, it seems as if private sector companies are in principle able to deliver Solar Home Systems to households with an income of USD 1000 per year or more.",technology diffusion| base of pyramid| entrepreneurship
1491,performance|| greening,1|Does Environmental Strategy Improve Financial Performance ? A Meta-Analytical Review,1|Elisabeth Albertini|Sorbonne Business School||,,"The relationship between corporate environmental and financial performance has received a high degree of attention in research literature and the results are still contradictory. Empirical research has revealed that companies have implemented different types of environmental strategies in order to improve their environmental performance and, as a result, their financial performance. We conducted a meta-analysis of 52 prior studies which confirms a significant and positive relationship between pro-active environmental strategy and financial performance, and between environmental disclosure and financial performance. This meta-analysis answers the question: 'Does it pay to be green?' in the affirmative.",environmental strategy| meta-analysis| natural-resource-based view theory
1491,performance|| greening,2|The Impact of Carbon Intensity on Financial Performance: The moderating effect of responsiveness,1|Nicola Misani|Bocconi U.||2|Stefano Pogutz|Bocconi U.||3|Angeloantonio Russo|LUM U.||,,"Drawing on the literature on organizations and the natural environment, we study the relationship between the firm carbon intensity, its responsiveness to climate change and its market value. To explore this relationship, we analyze a worldwide sample of 164 firms that have disclosed their greenhouse gas (GHG) emissions through the Carbon Disclosure Project in 2006-2008. The results confirm the well established negative effect of high environmental impact on firm financial performance but show that carbon intensity does not affect the responsiveness of the firm to climate change issues. However, organizational responsiveness is positively valued by the financial markets and has a moderating effect on the negative relationship between the firm carbon intensity and the market valuation of firms.",climate change| environmental strategies| carbon intensity
1491,performance|| greening,3|The Relationship Between Proactive Corporate Sustainability and Firm Financial Performance,1|Edward J Conlon|U. of Notre Dame||2|Ante Glavas|U. of Notre Dame||,,"We conducted a longitudinal, quasi-experimental study in which we explored the effects of corporate sustainability on firm financial performance. We compared financial performance in 494 facilities of a large financial firm by comparing those that received third-party certification for their environmental practices (i.e., LEED certification) to those that have not. Analyses revealed three key finings: (a) environmental practices are positively related to an increase of household consumer business, (b) environmental practices had a stronger impact on consumer accounts than business accounts, and (c) utility costs were lower for green facilities. These findings are also discussed in light of their implications.",corporate social responsibility| sustainability| performance
1492,joint ventures|| network,1|The Environmental Consequences of Shared Ownership,1|Robert Ryan Raffety|Richard Ivey School of Business||2|Adam Fremeth|Ivey School of Business||,,"Much of the sustainability literature examines the advantages and disadvantages of improved corporate environmental performance (CEP), and a wide variance still exists between high and low performers. If this variance were solely attributable to managers beliefs regarding sustainability, one would not expect CEP differentials between different types of organizations ceteris paribus. In other words, the believers and non-believers would be fairly evenly distributed within industries among different types of organizations. We use property rights theory to explain why the facilities of one type of organization, the domestic joint venture, should underperform relative to facilities owned by independent firms. To test this thesis, we use Canadas National Pollution Release Inventory to conduct a matched pair analysis of facilities owned by each type of organization.  We find that joint venture facilities release more toxic emissions and recycle a lower proportion of their toxic waste than their independently owned peers.",property rights| joint ventures| environmental performance
1492,joint ventures|| network,2|The Effect of Network Embeddedness on the Carbon Performance of Organizations,"1|Naeem Ashraf|Euromed Management, & CERGAM, Aix-Marseille U.||2|Pierre-Xavier Meschi|CERGAM, Aix Marseille U. & SKEMA Business School||3|Robert Spencer|Euromed Management||",,"This article explores the effect of network structure on the carbon performance of organizations in developing countries at ego network level. It is hypothesized that the alliance network structure affects the carbon performance of focal actors. We focus on alliances between organizations to reduce emissions under the Clean Development Mechanism, and propose that asymmetric partnership between ego and its counterparts affect the egos carbon performance positively. Common third party ties between carbon alliance members, however, moderate the negative side-effects of position asymmetry. Theoretical frameworks of embeddedness and social capital underscore improved understanding of these relationships.",social networks| carbon performance| carbon markets
1492,joint ventures|| network,3|Strategic Alliances for Complex Environmental Issues,1|Haiying Lin|U. of Waterloo||2|Nicole Darnall|Arizona State U.||,,"While previous research has recognized the importance of strategic alliances in the general business context, little is known about how they relate to complex environmental settings, in spite of their increased business use in this setting. Moreover, studies that have considered alliance formation more generally view their emergence through a single theoretical lens  drawing on either the resource-based view or institutional theory  even though both views are likely to be relevant. This research conceptually integrates both theories to assess variations in firm-level motivations to form strategic alliances that address complex environmental issues. It proposes that strategic alliances typically are either competency- or legitimacy-oriented, and that four structural dimensions characterize both types of alliancesorganization learning, partner diversity, governance structure, and partner relations. It presents research propositions that describe how alliances differ along these dimensions, and offers an important broader perspective on alliance formation.",strategic alliances| complex environmental issues| competency/legitimacy-oriented
1493,emerging economies|| climate change,1|Corporate Environmental Responsibility (CER) in Developed and Emerging Countries,"1|Corinna Doegl|U. of Erlangen, Nuremberg||2|Michael Behnam|Suffolk U.||",,"This cross-country study investigates the antecedents and outcomes of corporate environmental responsibility (CER) practices in developed and emerging countries. Based on institutional theory we conducted an empirical study among firms in Germany, USA, India and China. We found partial support for a significant positive relationship between regulatory, market and social stakeholder influences, CER practices and business outcomes in the total and individual country samples. Regarding country differences our data reveal significant similarities and differences between developed and emerging countries. Implications for institutional theory and organizations, interested in investing in one of these countries, are outlined.",corporate environmental responsibility| emerging and developed countries| business outcomes
